Aircraft (A/C) Serial Number,A/C Landing Date,A/C Landing Time,A/C departure Date,A/C departure Time,Turn Around Time,Work that needs to be carried out
101,20/12/2025,21:03,22/12/2025,00:15,27:12,"WP1, WP11, WP13, WP8"
102,20/12/2025,22:21,22/12/2025,00:33,26:12,"WP8, WP17"
103,20/12/2025,14:04,20/12/2025,23:40,09:36,"WP20, WP22"
104,20/12/2025,21:07,21/12/2025,00:31,03:24,"WP6, WP10, WP2, WP1"
105,20/12/2025,19:02,20/12/2025,20:50,01:48,"WP9, WP11"
106,20/12/2025,12:19,20/12/2025,15:31,03:12,"WP16, WP17"
107,20/12/2025,08:52,21/12/2025,10:16,25:24,"WP11, WP12"
108,20/12/2025,10:38,20/12/2025,17:02,06:24,"WP21, WP15"
109,20/12/2025,19:20,21/12/2025,01:56,06:36,"WP4, WP22, WP18, WP2"
110,20/12/2025,22:08,21/12/2025,04:56,06:48,"WP5, WP23"
111,20/12/2025,04:27,21/12/2025,06:51,26:24,"WP10, WP9"
112,20/12/2025,08:37,21/12/2025,12:13,27:36,"WP15, WP1, WP14"
113,20/12/2025,13:22,20/12/2025,15:58,02:36,"WP13, WP6, WP2"
114,20/12/2025,00:49,20/12/2025,09:01,08:12,"WP18, WP6, WP24, WP9"
115,20/12/2025,14:16,20/12/2025,23:52,09:36,"WP2, WP19, WP16"
116,20/12/2025,19:51,21/12/2025,22:03,26:12,"WP17, WP6"
117,20/12/2025,08:40,20/12/2025,19:04,10:24,"WP24, WP6, WP1, WP9, WP7, WP3, WP13"
118,20/12/2025,15:14,21/12/2025,02:38,11:24,"WP22, WP24, WP5, WP16, WP11"
119,20/12/2025,06:55,21/12/2025,08:19,25:24,"WP7, WP1"
120,20/12/2025,06:58,21/12/2025,08:58,26:00,"WP5, WP13"
