Aircraft (A/C) Serial Number,A/C Landing Date,A/C Landing Time,A/C departure Date,A/C departure Time,Turn Around Time,Work that needs to be carried out
101,01/04/2025,21:34,02/04/2025,03:34,06:00,"WP9, WP21"
102,01/04/2025,17:07,02/04/2025,19:31,26:24,"WP12, WP18"
103,01/04/2025,02:02,02/04/2025,05:14,27:12,"WP16, WP15"
104,01/04/2025,13:30,01/04/2025,19:54,06:24,"WP15, WP5, WP17, WP13, WP9"
105,01/04/2025,21:22,02/04/2025,23:34,26:12,"WP6, WP16"
106,01/04/2025,06:05,01/04/2025,20:29,14:24,"WP23, WP2, WP6, WP7, WP16, WP24"
107,01/04/2025,02:49,01/04/2025,06:13,03:24,"WP11, WP1, WP10, WP2"
108,01/04/2025,09:30,02/04/2025,01:06,15:36,"WP24, WP22, WP14, WP20"
109,01/04/2025,07:23,01/04/2025,08:35,01:12,"WP8, WP11"
110,01/04/2025,03:40,02/04/2025,05:40,26:00,"WP2, WP13"
111,01/04/2025,09:23,02/04/2025,11:47,26:24,"WP10, WP14"
112,01/04/2025,21:28,02/04/2025,12:40,15:12,"WP20, WP14, WP22, WP13, WP9, WP2, WP3"
113,01/04/2025,08:32,02/04/2025,10:56,26:24,"WP18, WP1"
114,01/04/2025,04:20,02/04/2025,06:32,26:12,"WP17, WP4"
115,01/04/2025,13:36,01/04/2025,15:24,01:48,"WP4, WP10"
116,01/04/2025,18:15,01/04/2025,20:03,01:48,"WP7, WP9"
117,01/04/2025,13:40,01/04/2025,22:40,09:00,"WP5, WP8, WP17, WP24, WP14"
118,01/04/2025,07:31,01/04/2025,10:19,02:48,"WP16, WP9"
119,01/04/2025,05:39,01/04/2025,08:27,02:48,"WP3, WP15"
120,01/04/2025,09:16,01/04/2025,16:28,07:12,WP19
