Aircraft (A/C) Serial Number,A/C Landing Date,A/C Landing Time,A/C departure Date,A/C departure Time,Turn Around Time,Work that needs to be carried out
101,23/02/2025,00:28,23/02/2025,07:40,07:12,"WP9, WP23"
102,23/02/2025,09:23,23/02/2025,12:35,03:12,"WP16, WP2, WP12"
103,23/02/2025,05:00,23/02/2025,05:36,00:36,WP11
104,23/02/2025,11:18,23/02/2025,18:54,07:36,"WP23, WP18"
105,23/02/2025,20:25,24/02/2025,22:25,26:00,"WP12, WP3"
106,23/02/2025,16:04,23/02/2025,17:52,01:48,"WP13, WP6"
107,23/02/2025,11:58,23/02/2025,19:34,07:36,"WP18, WP20"
108,23/02/2025,16:47,23/02/2025,22:11,05:24,"WP21, WP7"
109,23/02/2025,22:33,24/02/2025,00:45,02:12,"WP6, WP18"
110,23/02/2025,22:21,25/02/2025,00:45,26:24,"WP10, WP9"
111,23/02/2025,08:11,23/02/2025,13:59,05:48,"WP17, WP22, WP7"
112,23/02/2025,16:46,23/02/2025,22:10,05:24,"WP4, WP24"
113,23/02/2025,12:55,24/02/2025,14:55,26:00,"WP7, WP11, WP12"
114,23/02/2025,00:38,23/02/2025,16:14,15:36,"WP20, WP13, WP24, WP22"
115,23/02/2025,10:19,24/02/2025,03:31,17:12,"WP24, WP16, WP21, WP6, WP22, WP8, WP9"
116,23/02/2025,01:09,23/02/2025,04:33,03:24,"WP8, WP15, WP10"
117,23/02/2025,19:40,23/02/2025,21:16,01:36,"WP1, WP5"
118,23/02/2025,00:13,23/02/2025,12:13,12:00,"WP14, WP19, WP22"
119,23/02/2025,00:11,23/02/2025,06:23,06:12,"WP22, WP12, WP3, WP11"
120,23/02/2025,02:20,24/02/2025,04:32,26:12,"WP5, WP8, WP1"
