Aircraft (A/C) Serial Number,A/C Landing Date,A/C Landing Time,A/C departure Date,A/C departure Time,Turn Around Time,Work that needs to be carried out
101,22/05/2025,15:20,23/05/2025,18:32,27:12,"WP5, WP15, WP2"
102,22/05/2025,16:21,23/05/2025,17:33,25:12,"WP6, WP7"
103,22/05/2025,20:08,23/05/2025,22:56,26:48,"WP17, WP14"
104,22/05/2025,14:47,22/05/2025,18:47,04:00,"WP18, WP10, WP9"
105,22/05/2025,20:35,23/05/2025,03:23,06:48,"WP12, WP1, WP18, WP22"
106,22/05/2025,17:24,23/05/2025,01:12,07:48,"WP21, WP12, WP6, WP16"
107,22/05/2025,14:30,22/05/2025,16:18,01:48,"WP8, WP3"
108,22/05/2025,13:45,22/05/2025,15:33,01:48,"WP4, WP3"
109,22/05/2025,21:36,23/05/2025,00:24,02:48,"WP9, WP17"
110,22/05/2025,06:58,22/05/2025,13:46,06:48,"WP23, WP5"
111,22/05/2025,09:42,23/05/2025,01:18,15:36,"WP19, WP13, WP14, WP23"
112,22/05/2025,18:51,22/05/2025,20:39,01:48,"WP14, WP11"
113,22/05/2025,18:27,23/05/2025,05:27,11:00,"WP3, WP16, WP23, WP15, WP4"
114,22/05/2025,11:37,22/05/2025,18:25,06:48,"WP20, WP12"
115,22/05/2025,04:06,23/05/2025,05:30,25:24,"WP7, WP2"
116,22/05/2025,13:44,23/05/2025,01:44,12:00,"WP10, WP20, WP24"
117,22/05/2025,21:04,23/05/2025,02:52,05:48,"WP11, WP22, WP18"
118,22/05/2025,14:32,22/05/2025,16:20,01:48,"WP13, WP8"
119,22/05/2025,14:52,22/05/2025,22:28,07:36,"WP16, WP20"
120,22/05/2025,14:52,23/05/2025,16:52,26:00,"WP2, WP6, WP11"
