Aircraft (A/C) Serial Number,A/C Landing Date,A/C Landing Time,A/C departure Date,A/C departure Time,Turn Around Time,Work that needs to be carried out
101,07/03/2025,02:09,07/03/2025,08:45,06:36,"WP7, WP20"
102,07/03/2025,00:07,08/03/2025,02:31,26:24,"WP13, WP14"
103,07/03/2025,16:56,08/03/2025,20:08,27:12,"WP5, WP16, WP1"
104,07/03/2025,20:28,08/03/2025,02:52,06:24,"WP18, WP21"
105,07/03/2025,11:03,07/03/2025,12:51,01:48,"WP4, WP10"
106,07/03/2025,21:25,08/03/2025,22:49,25:24,"WP2, WP6"
107,07/03/2025,19:24,07/03/2025,21:12,01:48,"WP3, WP8"
108,07/03/2025,18:06,08/03/2025,02:54,08:48,"WP15, WP19"
109,07/03/2025,15:13,07/03/2025,16:25,01:12,"WP6, WP11"
110,07/03/2025,00:05,08/03/2025,03:17,27:12,"WP17, WP18"
111,07/03/2025,17:09,07/03/2025,21:57,04:48,"WP11, WP6, WP22"
112,07/03/2025,11:32,07/03/2025,23:08,11:36,"WP9, WP3, WP1, WP13, WP19"
113,07/03/2025,00:57,08/03/2025,02:09,25:12,"WP8, WP4"
114,07/03/2025,15:38,08/03/2025,18:26,26:48,"WP10, WP16"
115,07/03/2025,09:49,07/03/2025,15:01,05:12,"WP14, WP18, WP13, WP3"
116,07/03/2025,13:50,08/03/2025,16:14,26:24,"WP16, WP2"
117,07/03/2025,07:01,07/03/2025,14:37,07:36,"WP23, WP17"
118,07/03/2025,22:41,08/03/2025,08:41,10:00,"WP22, WP15, WP24"
119,07/03/2025,17:22,08/03/2025,08:34,15:12,"WP19, WP23, WP12, WP14"
120,07/03/2025,00:10,07/03/2025,12:46,12:36,"WP8, WP19, WP24"
