Aircraft (A/C) Serial Number,A/C Landing Date,A/C Landing Time,A/C departure Date,A/C departure Time,Turn Around Time,Work that needs to be carried out
101,13/10/2025,07:01,13/10/2025,09:25,02:24,"WP8, WP11, WP13"
102,13/10/2025,13:51,14/10/2025,16:03,26:12,"WP5, WP4, WP2"
103,13/10/2025,05:31,13/10/2025,07:55,02:24,"WP2, WP15"
104,13/10/2025,05:20,13/10/2025,10:44,05:24,"WP14, WP22, WP11"
105,13/10/2025,14:47,13/10/2025,17:35,02:48,"WP17, WP8, WP4"
106,13/10/2025,19:49,14/10/2025,05:01,09:12,"WP23, WP13, WP1, WP3"
107,13/10/2025,07:55,14/10/2025,10:43,26:48,"WP3, WP15"
108,13/10/2025,05:06,13/10/2025,06:54,01:48,"WP7, WP3"
109,13/10/2025,04:03,14/10/2025,06:15,26:12,"WP15, WP11"
110,13/10/2025,12:41,13/10/2025,15:29,02:48,"WP13, WP15"
111,13/10/2025,03:09,13/10/2025,15:09,12:00,"WP19, WP24"
112,13/10/2025,16:10,14/10/2025,03:46,11:36,"WP16, WP5, WP23, WP13, WP14, WP12"
113,13/10/2025,20:02,14/10/2025,03:50,07:48,"WP4, WP19"
114,13/10/2025,10:19,14/10/2025,13:19,27:00,"WP18, WP11, WP1"
115,13/10/2025,18:56,14/10/2025,01:32,06:36,"WP11, WP10, WP21"
116,13/10/2025,07:59,13/10/2025,15:47,07:48,"WP20, WP9, WP11"
117,13/10/2025,16:26,13/10/2025,21:50,05:24,"WP6, WP24"
118,13/10/2025,02:42,14/10/2025,06:18,27:36,"WP9, WP10, WP11, WP6"
119,13/10/2025,09:17,13/10/2025,16:53,07:36,"WP18, WP23"
120,13/10/2025,17:32,13/10/2025,18:44,01:12,"WP6, WP11"
