Aircraft (A/C) Serial Number,A/C Landing Date,A/C Landing Time,A/C departure Date,A/C departure Time,Turn Around Time,Work that needs to be carried out
101,25/09/2025,07:20,25/09/2025,18:08,10:48,"WP20, WP22, WP11, WP4"
102,25/09/2025,03:41,26/09/2025,05:41,26:00,"WP9, WP5"
103,25/09/2025,08:01,25/09/2025,15:49,07:48,"WP14, WP4, WP20"
104,25/09/2025,15:58,26/09/2025,04:34,12:36,"WP11, WP22, WP2, WP20, WP16"
105,25/09/2025,11:55,25/09/2025,14:43,02:48,"WP13, WP15"
106,25/09/2025,09:53,25/09/2025,15:05,05:12,"WP22, WP15"
107,25/09/2025,21:40,27/09/2025,00:04,26:24,"WP1, WP5, WP2"
108,25/09/2025,07:35,25/09/2025,14:11,06:36,"WP8, WP23"
109,25/09/2025,10:15,25/09/2025,14:51,04:36,"WP15, WP3, WP4, WP13"
110,25/09/2025,16:21,26/09/2025,17:33,25:12,"WP6, WP8"
111,25/09/2025,14:06,26/09/2025,02:06,12:00,"WP18, WP12, WP16, WP20, WP10, WP5"
112,25/09/2025,10:57,25/09/2025,14:09,03:12,"WP16, WP15"
113,25/09/2025,11:52,26/09/2025,14:16,26:24,"WP3, WP10"
114,25/09/2025,13:30,25/09/2025,18:54,05:24,"WP21, WP7"
115,25/09/2025,08:53,25/09/2025,15:41,06:48,"WP24, WP12, WP13"
116,25/09/2025,13:55,25/09/2025,16:55,03:00,"WP7, WP10, WP9"
117,25/09/2025,13:24,26/09/2025,15:00,25:36,"WP12, WP1"
118,25/09/2025,15:46,26/09/2025,01:22,09:36,"WP10, WP19, WP3"
119,25/09/2025,10:04,25/09/2025,11:28,01:24,"WP1, WP4"
120,25/09/2025,10:39,25/09/2025,15:51,05:12,"WP10, WP9, WP17, WP13"
