Aircraft (A/C) Serial Number,A/C Landing Date,A/C Landing Time,A/C departure Date,A/C departure Time,Turn Around Time,Work that needs to be carried out
101,05/11/2025,09:26,06/11/2025,11:14,25:48,"WP11, WP10"
102,05/11/2025,07:43,05/11/2025,15:43,08:00,"WP10, WP1, WP23"
103,05/11/2025,22:06,06/11/2025,00:42,02:36,"WP6, WP9, WP5"
104,05/11/2025,02:58,05/11/2025,08:58,06:00,"WP18, WP12, WP14, WP13, WP10"
105,05/11/2025,21:01,06/11/2025,22:13,25:12,WP3
106,05/11/2025,14:16,06/11/2025,04:40,14:24,"WP21, WP19, WP11, WP8, WP13"
107,05/11/2025,21:51,06/11/2025,05:03,07:12,"WP15, WP2, WP21"
108,05/11/2025,04:12,05/11/2025,13:36,09:24,"WP8, WP18, WP17, WP2, WP24"
109,05/11/2025,05:13,05/11/2025,16:01,10:48,"WP20, WP21"
110,05/11/2025,07:28,06/11/2025,08:40,25:12,"WP4, WP7"
111,05/11/2025,15:12,05/11/2025,17:36,02:24,"WP1, WP16"
112,05/11/2025,12:32,05/11/2025,20:32,08:00,"WP7, WP12, WP23, WP4"
113,05/11/2025,22:33,07/11/2025,02:21,27:48,"WP17, WP15, WP4"
114,05/11/2025,08:34,05/11/2025,10:22,01:48,"WP13, WP11"
115,05/11/2025,19:53,06/11/2025,01:17,05:24,"WP16, WP18, WP11, WP17"
116,05/11/2025,04:02,06/11/2025,05:26,25:24,"WP2, WP11"
117,05/11/2025,21:01,05/11/2025,23:01,02:00,"WP12, WP13"
118,05/11/2025,20:48,06/11/2025,01:12,04:24,"WP22, WP5"
119,05/11/2025,14:00,06/11/2025,15:48,25:48,"WP9, WP6"
120,05/11/2025,16:26,05/11/2025,20:14,03:48,"WP14, WP9, WP6, WP5"
