Aircraft (A/C) Serial Number,A/C Landing Date,A/C Landing Time,A/C departure Date,A/C departure Time,Turn Around Time,Work that needs to be carried out
101,04/07/2025,09:03,05/07/2025,11:27,26:24,"WP10, WP9"
102,04/07/2025,08:33,04/07/2025,13:57,05:24,"WP4, WP21"
103,04/07/2025,06:10,04/07/2025,13:58,07:48,"WP19, WP11"
104,04/07/2025,05:06,05/07/2025,06:54,25:48,"WP13, WP4"
105,04/07/2025,12:43,04/07/2025,19:55,07:12,"WP14, WP23"
106,04/07/2025,13:26,05/07/2025,16:14,26:48,"WP15, WP8, WP7"
107,04/07/2025,18:40,04/07/2025,23:52,05:12,"WP22, WP17"
108,04/07/2025,01:57,04/07/2025,03:57,02:00,"WP3, WP2"
109,04/07/2025,14:14,04/07/2025,22:38,08:24,"WP12, WP20, WP15"
110,04/07/2025,04:46,05/07/2025,07:46,27:00,"WP18, WP8, WP2"
111,04/07/2025,21:01,05/07/2025,03:37,06:36,"WP8, WP17, WP22, WP5"
112,04/07/2025,14:12,04/07/2025,14:48,00:36,WP6
113,04/07/2025,04:16,04/07/2025,09:52,05:36,"WP16, WP15, WP3, WP14"
114,04/07/2025,13:39,04/07/2025,20:15,06:36,"WP24, WP6, WP3"
115,04/07/2025,04:20,04/07/2025,04:56,00:36,WP7
116,04/07/2025,18:04,05/07/2025,19:16,25:12,WP9
117,04/07/2025,18:58,05/07/2025,20:10,25:12,WP10
118,04/07/2025,15:15,05/07/2025,04:03,12:48,"WP18, WP13, WP3, WP17, WP19"
119,04/07/2025,16:07,05/07/2025,06:07,14:00,"WP9, WP14, WP1, WP20, WP16, WP15, WP17"
120,04/07/2025,01:53,04/07/2025,06:05,04:12,"WP1, WP16, WP8, WP9"
