Aircraft (A/C) Serial Number,A/C Landing Date,A/C Landing Time,A/C departure Date,A/C departure Time,Turn Around Time,Work that needs to be carried out
101,01/05/2025,11:07,01/05/2025,13:07,02:00,"WP9, WP1"
102,01/05/2025,16:56,01/05/2025,19:44,02:48,"WP18, WP3"
103,01/05/2025,04:16,01/05/2025,16:52,12:36,"WP7, WP24, WP19"
104,01/05/2025,07:59,02/05/2025,10:59,27:00,"WP4, WP14, WP9"
105,01/05/2025,22:00,02/05/2025,11:12,13:12,"WP19, WP21, WP10"
106,01/05/2025,15:00,01/05/2025,18:24,03:24,"WP16, WP3, WP4"
107,01/05/2025,15:03,01/05/2025,22:15,07:12,"WP11, WP20, WP7"
108,01/05/2025,18:08,01/05/2025,20:20,02:12,"WP8, WP15"
109,01/05/2025,08:27,02/05/2025,09:51,25:24,"WP6, WP1"
110,01/05/2025,03:49,02/05/2025,06:13,26:24,"WP15, WP1"
111,01/05/2025,11:36,02/05/2025,14:24,26:48,"WP10, WP18"
112,01/05/2025,13:29,01/05/2025,17:53,04:24,"WP17, WP16, WP10"
113,01/05/2025,03:00,02/05/2025,04:48,25:48,"WP13, WP8"
114,01/05/2025,00:12,01/05/2025,05:00,04:48,"WP14, WP22"
115,01/05/2025,16:01,01/05/2025,18:01,02:00,"WP12, WP13"
116,01/05/2025,08:48,01/05/2025,14:24,05:36,"WP5, WP24"
117,01/05/2025,08:29,01/05/2025,15:05,06:36,"WP23, WP6"
118,01/05/2025,11:57,01/05/2025,15:33,03:36,"WP3, WP2, WP15"
119,01/05/2025,01:38,01/05/2025,05:50,04:12,"WP22, WP7"
120,01/05/2025,22:40,03/05/2025,01:04,26:24,"WP1, WP18"
