Aircraft (A/C) Serial Number,A/C Landing Date,A/C Landing Time,A/C departure Date,A/C departure Time,Turn Around Time,Work that needs to be carried out
101,23/12/2025,22:04,24/12/2025,04:04,06:00,"WP9, WP24"
102,23/12/2025,16:43,24/12/2025,01:07,08:24,"WP19, WP13"
103,23/12/2025,06:03,24/12/2025,09:03,27:00,"WP12, WP7, WP17"
104,23/12/2025,21:32,24/12/2025,11:08,13:36,"WP23, WP14, WP22, WP17, WP3"
105,23/12/2025,01:48,24/12/2025,05:48,28:00,"WP13, WP16, WP3"
106,23/12/2025,00:08,23/12/2025,03:08,03:00,"WP4, WP5, WP16"
107,23/12/2025,07:41,24/12/2025,09:29,25:48,"WP3, WP6"
108,23/12/2025,14:27,23/12/2025,15:51,01:24,"WP2, WP8"
109,23/12/2025,16:25,24/12/2025,04:01,11:36,"WP16, WP8, WP9, WP12, WP11, WP1, WP20"
110,23/12/2025,08:13,23/12/2025,19:13,11:00,"WP10, WP6, WP2, WP19, WP13"
111,23/12/2025,06:24,23/12/2025,08:36,02:12,"WP18, WP11"
112,23/12/2025,17:33,24/12/2025,02:45,09:12,"WP5, WP24, WP22"
113,23/12/2025,01:00,23/12/2025,03:00,02:00,"WP14, WP12"
114,23/12/2025,11:35,23/12/2025,15:47,04:12,"WP7, WP22"
115,23/12/2025,04:58,23/12/2025,13:46,08:48,"WP22, WP15, WP9, WP2, WP16"
116,23/12/2025,12:05,23/12/2025,13:29,01:24,"WP8, WP5"
117,23/12/2025,10:33,23/12/2025,18:09,07:36,"WP23, WP17"
118,23/12/2025,20:56,24/12/2025,01:44,04:48,WP21
119,23/12/2025,00:32,23/12/2025,04:32,04:00,"WP13, WP18, WP9"
120,23/12/2025,15:57,24/12/2025,16:33,24:36,WP7
