Aircraft (A/C) Serial Number,A/C Landing Date,A/C Landing Time,A/C departure Date,A/C departure Time,Turn Around Time,Work that needs to be carried out
101,13/12/2025,08:15,13/12/2025,19:03,10:48,"WP17, WP23, WP14, WP10, WP5"
102,13/12/2025,06:05,13/12/2025,15:53,09:48,"WP6, WP22, WP5, WP21"
103,13/12/2025,15:41,13/12/2025,23:53,08:12,"WP5, WP4, WP22, WP2, WP12, WP15"
104,13/12/2025,19:53,14/12/2025,03:41,07:48,"WP19, WP7"
105,13/12/2025,19:56,14/12/2025,21:56,26:00,"WP7, WP2, WP11"
106,13/12/2025,16:42,14/12/2025,01:30,08:48,"WP1, WP12, WP19"
107,13/12/2025,14:28,14/12/2025,16:16,25:48,"WP13, WP6"
108,13/12/2025,02:44,13/12/2025,04:32,01:48,"WP10, WP6"
109,13/12/2025,10:49,13/12/2025,17:13,06:24,"WP24, WP15"
110,13/12/2025,08:02,13/12/2025,17:38,09:36,"WP23, WP22"
111,13/12/2025,18:44,13/12/2025,21:56,03:12,"WP15, WP16"
112,13/12/2025,13:15,13/12/2025,15:03,01:48,"WP8, WP10"
113,13/12/2025,08:36,13/12/2025,19:48,11:12,"WP9, WP3, WP13, WP16, WP20"
114,13/12/2025,01:06,13/12/2025,10:18,09:12,"WP14, WP19, WP2"
115,13/12/2025,08:41,13/12/2025,11:53,03:12,"WP12, WP11, WP13, WP7"
116,13/12/2025,05:36,13/12/2025,06:24,00:48,WP2
117,13/12/2025,04:30,13/12/2025,11:06,06:36,"WP4, WP3, WP21"
118,13/12/2025,02:28,13/12/2025,05:16,02:48,"WP18, WP9"
119,13/12/2025,07:31,13/12/2025,08:43,01:12,WP3
120,13/12/2025,11:34,14/12/2025,12:46,25:12,WP13
