Aircraft (A/C) Serial Number,A/C Landing Date,A/C Landing Time,A/C departure Date,A/C departure Time,Turn Around Time,Work that needs to be carried out
101,04/01/2025,02:53,05/01/2025,04:05,25:12,"WP7, WP11"
102,04/01/2025,00:21,04/01/2025,05:57,05:36,"WP10, WP18, WP14, WP15"
103,04/01/2025,02:14,05/01/2025,04:38,26:24,"WP14, WP13"
104,04/01/2025,10:41,04/01/2025,12:29,01:48,"WP11, WP14"
105,04/01/2025,00:44,04/01/2025,04:32,03:48,"WP4, WP15, WP18"
106,04/01/2025,00:00,04/01/2025,14:00,14:00,"WP22, WP3, WP2, WP19, WP14"
107,04/01/2025,06:14,04/01/2025,12:50,06:36,"WP20, WP6"
108,04/01/2025,17:22,05/01/2025,20:22,27:00,"WP17, WP5, WP8"
109,04/01/2025,03:50,04/01/2025,06:14,02:24,"WP3, WP6, WP7"
110,04/01/2025,21:19,05/01/2025,23:43,26:24,"WP12, WP17"
111,04/01/2025,10:33,04/01/2025,17:21,06:48,"WP2, WP23"
112,04/01/2025,01:12,04/01/2025,10:36,09:24,"WP16, WP10, WP20, WP7"
113,04/01/2025,05:22,05/01/2025,08:10,26:48,"WP13, WP17"
114,04/01/2025,04:40,04/01/2025,06:28,01:48,"WP9, WP7"
115,04/01/2025,02:34,05/01/2025,04:46,26:12,"WP8, WP18"
116,04/01/2025,20:02,05/01/2025,04:50,08:48,"WP15, WP1, WP17, WP24"
117,04/01/2025,08:00,04/01/2025,13:36,05:36,"WP5, WP21"
118,04/01/2025,20:13,04/01/2025,22:13,02:00,"WP1, WP10"
119,04/01/2025,06:31,04/01/2025,15:19,08:48,"WP19, WP18"
120,04/01/2025,22:22,05/01/2025,11:58,13:36,"WP23, WP18, WP14, WP21"
