Aircraft (A/C) Serial Number,A/C Landing Date,A/C Landing Time,A/C departure Date,A/C departure Time,Turn Around Time,Work that needs to be carried out
101,28/04/2025,16:10,29/04/2025,18:10,26:00,"WP5, WP9"
102,28/04/2025,20:44,29/04/2025,02:20,05:36,"WP18, WP9, WP17, WP3"
103,28/04/2025,03:44,28/04/2025,10:56,07:12,"WP23, WP9"
104,28/04/2025,13:32,28/04/2025,14:56,01:24,"WP6, WP1"
105,28/04/2025,17:06,29/04/2025,00:30,07:24,"WP21, WP12, WP6, WP14"
106,28/04/2025,11:51,29/04/2025,14:03,26:12,"WP16, WP6"
107,28/04/2025,09:16,29/04/2025,02:04,16:48,"WP20, WP24, WP23"
108,28/04/2025,10:42,29/04/2025,12:42,26:00,"WP2, WP13"
109,28/04/2025,12:24,28/04/2025,19:36,07:12,"WP14, WP20"
110,28/04/2025,12:46,29/04/2025,16:10,27:24,"WP13, WP8, WP18"
111,28/04/2025,20:09,28/04/2025,23:45,03:36,"WP7, WP1, WP11, WP15"
112,28/04/2025,04:10,28/04/2025,06:34,02:24,"WP15, WP12"
113,28/04/2025,06:08,28/04/2025,09:20,03:12,"WP10, WP9, WP12"
114,28/04/2025,08:58,28/04/2025,11:46,02:48,"WP9, WP18"
115,28/04/2025,17:32,28/04/2025,21:44,04:12,"WP4, WP22"
116,28/04/2025,11:11,29/04/2025,03:11,16:00,"WP22, WP9, WP10, WP19, WP16, WP3"
117,28/04/2025,08:04,28/04/2025,14:52,06:48,"WP24, WP1, WP3"
118,28/04/2025,14:31,28/04/2025,15:55,01:24,"WP1, WP8"
119,28/04/2025,10:02,28/04/2025,20:02,10:00,"WP17, WP6, WP19, WP7"
120,28/04/2025,20:01,28/04/2025,20:49,00:48,WP1
