Aircraft (A/C) Serial Number,A/C Landing Date,A/C Landing Time,A/C departure Date,A/C departure Time,Turn Around Time,Work that needs to be carried out
101,28/11/2025,15:42,28/11/2025,22:06,06:24,"WP18, WP21"
102,28/11/2025,00:06,28/11/2025,08:30,08:24,"WP22, WP24"
103,28/11/2025,12:53,28/11/2025,15:17,02:24,"WP15, WP12"
104,28/11/2025,14:47,28/11/2025,23:47,09:00,"WP19, WP3, WP11"
105,28/11/2025,21:54,29/11/2025,23:54,26:00,"WP2, WP3"
106,28/11/2025,19:58,29/11/2025,01:58,06:00,"WP9, WP24"
107,28/11/2025,08:43,28/11/2025,17:07,08:24,"WP20, WP15, WP5"
108,28/11/2025,12:34,28/11/2025,19:46,07:12,"WP23, WP10"
109,28/11/2025,12:24,28/11/2025,15:24,03:00,"WP1, WP8, WP17"
110,28/11/2025,15:52,28/11/2025,17:40,01:48,"WP14, WP6"
111,28/11/2025,20:34,29/11/2025,23:22,26:48,"WP16, WP10"
112,28/11/2025,22:57,29/11/2025,00:09,01:12,"WP8, WP6"
113,28/11/2025,14:24,28/11/2025,21:00,06:36,"WP11, WP23"
114,28/11/2025,02:09,28/11/2025,14:09,12:00,"WP21, WP19"
115,28/11/2025,01:54,29/11/2025,03:06,25:12,"WP4, WP8"
116,28/11/2025,05:00,28/11/2025,15:12,10:12,"WP13, WP1, WP12, WP5, WP20, WP6"
117,28/11/2025,10:52,28/11/2025,16:04,05:12,"WP17, WP22"
118,28/11/2025,01:39,29/11/2025,05:15,27:36,"WP3, WP13, WP9"
119,28/11/2025,01:01,29/11/2025,02:13,25:12,"WP7, WP8"
120,28/11/2025,00:16,28/11/2025,02:28,02:12,"WP6, WP17"
