Aircraft (A/C) Serial Number,A/C Landing Date,A/C Landing Time,A/C departure Date,A/C departure Time,Turn Around Time,Work that needs to be carried out
101,09/02/2025,06:01,10/02/2025,08:25,26:24,"WP15, WP5"
102,09/02/2025,19:51,10/02/2025,21:39,25:48,"WP4, WP13"
103,09/02/2025,04:47,09/02/2025,11:35,06:48,"WP16, WP17, WP22"
104,09/02/2025,03:22,10/02/2025,05:10,25:48,"WP13, WP7"
105,09/02/2025,19:46,10/02/2025,10:46,15:00,"WP21, WP11, WP23, WP17, WP2, WP10"
106,09/02/2025,22:49,10/02/2025,06:25,07:36,"WP12, WP24, WP14, WP1"
107,09/02/2025,00:01,09/02/2025,14:01,14:00,"WP9, WP17, WP20, WP18, WP2, WP6, WP16, WP4"
108,09/02/2025,06:38,09/02/2025,10:14,03:36,"WP17, WP3, WP1"
109,09/02/2025,03:27,09/02/2025,12:39,09:12,"WP14, WP2, WP19"
110,09/02/2025,01:18,09/02/2025,16:18,15:00,"WP22, WP8, WP20, WP24"
111,09/02/2025,08:54,09/02/2025,15:30,06:36,"WP8, WP22, WP9, WP14"
112,09/02/2025,03:26,09/02/2025,09:50,06:24,"WP3, WP15, WP22"
113,09/02/2025,08:56,10/02/2025,10:20,25:24,"WP7, WP5"
114,09/02/2025,07:36,09/02/2025,08:48,01:12,"WP11, WP6"
115,09/02/2025,12:03,10/02/2025,13:15,25:12,WP9
116,09/02/2025,01:21,09/02/2025,05:45,04:24,"WP15, WP17, WP3"
117,09/02/2025,00:02,10/02/2025,04:02,28:00,"WP9, WP15, WP13"
118,09/02/2025,00:35,10/02/2025,02:47,26:12,"WP6, WP15"
119,09/02/2025,07:40,09/02/2025,08:52,01:12,WP3
120,09/02/2025,06:14,09/02/2025,07:50,01:36,WP16
