Aircraft (A/C) Serial Number,A/C Landing Date,A/C Landing Time,A/C departure Date,A/C departure Time,Turn Around Time,Work that needs to be carried out
101,05/08/2025,22:47,06/08/2025,04:11,05:24,"WP24, WP6"
102,05/08/2025,16:20,06/08/2025,18:44,26:24,"WP1, WP15"
103,05/08/2025,21:29,05/08/2025,22:53,01:24,"WP6, WP2"
104,05/08/2025,03:17,05/08/2025,05:53,02:36,"WP7, WP12, WP14"
105,05/08/2025,04:13,06/08/2025,06:01,25:48,"WP9, WP8"
106,05/08/2025,21:33,06/08/2025,23:57,26:24,"WP15, WP1"
107,05/08/2025,09:22,05/08/2025,19:58,10:36,"WP17, WP4, WP21, WP16, WP2, WP3"
108,05/08/2025,16:40,06/08/2025,17:28,24:48,WP2
109,05/08/2025,13:35,05/08/2025,19:35,06:00,"WP10, WP21"
110,05/08/2025,06:59,05/08/2025,09:47,02:48,"WP13, WP18"
111,05/08/2025,06:13,05/08/2025,20:01,13:48,"WP11, WP20, WP19"
112,05/08/2025,17:07,06/08/2025,06:43,13:36,"WP19, WP18, WP21"
113,05/08/2025,22:40,06/08/2025,05:52,07:12,"WP16, WP21, WP5"
114,05/08/2025,08:46,05/08/2025,11:10,02:24,"WP14, WP9"
115,05/08/2025,17:41,05/08/2025,18:29,00:48,WP5
116,05/08/2025,05:12,05/08/2025,18:12,13:00,"WP20, WP7, WP17, WP21"
117,05/08/2025,08:26,05/08/2025,12:38,04:12,"WP22, WP8"
118,05/08/2025,07:13,05/08/2025,09:37,02:24,"WP3, WP9"
119,05/08/2025,22:57,07/08/2025,01:09,26:12,"WP4, WP18"
120,05/08/2025,11:43,05/08/2025,23:07,11:24,"WP23, WP21, WP6"
