Aircraft (A/C) Serial Number,A/C Landing Date,A/C Landing Time,A/C departure Date,A/C departure Time,Turn Around Time,Work that needs to be carried out
101,01/11/2025,08:52,01/11/2025,21:40,12:48,"WP21, WP15, WP5, WP12, WP22, WP10"
102,01/11/2025,18:31,02/11/2025,00:55,06:24,"WP17, WP24"
103,01/11/2025,21:45,02/11/2025,23:57,26:12,"WP6, WP17"
104,01/11/2025,19:19,02/11/2025,12:19,17:00,"WP10, WP22, WP2, WP4, WP24, WP23"
105,01/11/2025,16:54,02/11/2025,18:18,25:24,"WP11, WP12"
106,01/11/2025,02:13,01/11/2025,13:01,10:48,"WP14, WP13, WP17, WP3, WP12, WP24"
107,01/11/2025,15:07,01/11/2025,17:55,02:48,"WP18, WP9"
108,01/11/2025,14:41,01/11/2025,17:17,02:36,"WP2, WP11, WP14"
109,01/11/2025,16:16,02/11/2025,19:04,26:48,"WP13, WP15"
110,01/11/2025,00:34,01/11/2025,02:58,02:24,"WP16, WP5"
111,01/11/2025,20:18,02/11/2025,03:18,07:00,"WP4, WP21, WP18"
112,01/11/2025,19:29,01/11/2025,22:41,03:12,"WP9, WP14, WP5"
113,01/11/2025,08:48,01/11/2025,17:12,08:24,"WP22, WP21"
114,01/11/2025,02:47,01/11/2025,04:11,01:24,"WP5, WP4"
115,01/11/2025,14:32,01/11/2025,21:44,07:12,"WP3, WP20"
116,01/11/2025,10:59,01/11/2025,20:23,09:24,"WP8, WP19, WP16"
117,01/11/2025,18:55,01/11/2025,23:19,04:24,"WP15, WP9, WP17"
118,01/11/2025,19:52,02/11/2025,21:16,25:24,"WP1, WP8"
119,01/11/2025,02:57,02/11/2025,05:45,26:48,"WP9, WP17"
120,01/11/2025,01:02,02/11/2025,02:50,25:48,"WP7, WP14"
