Aircraft (A/C) Serial Number,A/C Landing Date,A/C Landing Time,A/C departure Date,A/C departure Time,Turn Around Time,Work that needs to be carried out
101,25/03/2025,00:55,25/03/2025,09:55,09:00,"WP19, WP7, WP14"
102,25/03/2025,22:23,26/03/2025,02:35,04:12,"WP15, WP9, WP1, WP7"
103,25/03/2025,02:58,25/03/2025,09:34,06:36,"WP21, WP9, WP7"
104,25/03/2025,08:29,25/03/2025,13:41,05:12,"WP16, WP22"
105,25/03/2025,10:03,25/03/2025,17:15,07:12,"WP8, WP7, WP15, WP2, WP12, WP9, WP17"
106,25/03/2025,15:03,26/03/2025,17:03,26:00,"WP2, WP9"
107,25/03/2025,16:50,26/03/2025,09:02,16:12,"WP7, WP3, WP22, WP24, WP20"
108,25/03/2025,19:11,25/03/2025,21:11,02:00,"WP1, WP3"
109,25/03/2025,05:40,25/03/2025,15:04,09:24,"WP3, WP6, WP1, WP23, WP2"
110,25/03/2025,18:38,26/03/2025,16:50,22:12,"WP24, WP4, WP18, WP6, WP12, WP10, WP20, WP9, WP3, WP22, WP7"
111,25/03/2025,09:38,26/03/2025,11:38,26:00,"WP12, WP10"
112,25/03/2025,02:17,26/03/2025,04:05,25:48,"WP6, WP14"
113,25/03/2025,15:34,26/03/2025,07:10,15:36,"WP18, WP3, WP24, WP19, WP2"
114,25/03/2025,11:46,25/03/2025,13:58,02:12,"WP4, WP17"
115,25/03/2025,04:18,25/03/2025,06:06,01:48,"WP7, WP13"
116,25/03/2025,21:07,26/03/2025,22:19,25:12,"WP11, WP7"
117,25/03/2025,11:32,25/03/2025,13:20,01:48,"WP13, WP8"
118,25/03/2025,22:57,25/03/2025,23:45,00:48,WP5
119,25/03/2025,22:17,26/03/2025,23:05,24:48,WP5
120,25/03/2025,14:54,25/03/2025,16:06,01:12,WP13
