Aircraft (A/C) Serial Number,A/C Landing Date,A/C Landing Time,A/C departure Date,A/C departure Time,Turn Around Time,Work that needs to be carried out
101,01/04/2025,20:20,02/04/2025,04:44,08:24,"WP19, WP3"
102,01/04/2025,11:24,01/04/2025,13:48,02:24,"WP13, WP14"
103,01/04/2025,20:34,02/04/2025,01:34,05:00,"WP11, WP15, WP17, WP13"
104,01/04/2025,12:07,01/04/2025,17:19,05:12,"WP18, WP22"
105,01/04/2025,14:03,02/04/2025,17:15,27:12,"WP5, WP6, WP3, WP11"
106,01/04/2025,03:31,01/04/2025,19:43,16:12,"WP1, WP20, WP5, WP2, WP10, WP4, WP23"
107,01/04/2025,09:45,02/04/2025,13:09,27:24,"WP7, WP6, WP5, WP8, WP12"
108,01/04/2025,05:51,01/04/2025,11:15,05:24,"WP21, WP4"
109,01/04/2025,15:41,01/04/2025,18:29,02:48,"WP15, WP9"
110,01/04/2025,03:33,02/04/2025,05:45,26:12,"WP16, WP11"
111,01/04/2025,11:50,01/04/2025,17:50,06:00,"WP10, WP24"
112,01/04/2025,21:39,01/04/2025,23:03,01:24,"WP6, WP2"
113,01/04/2025,21:28,02/04/2025,04:40,07:12,"WP14, WP20"
114,01/04/2025,22:04,02/04/2025,12:04,14:00,"WP3, WP5, WP19, WP21"
115,01/04/2025,11:45,01/04/2025,13:09,01:24,"WP12, WP11"
116,01/04/2025,18:35,02/04/2025,03:35,09:00,"WP8, WP24, WP2, WP17, WP14"
117,01/04/2025,21:53,01/04/2025,23:53,02:00,"WP9, WP12"
118,01/04/2025,11:21,01/04/2025,15:33,04:12,"WP2, WP9, WP12, WP6, WP5"
119,01/04/2025,08:26,01/04/2025,13:50,05:24,"WP8, WP21"
120,01/04/2025,19:58,02/04/2025,21:22,25:24,"WP8, WP2"
