Aircraft (A/C) Serial Number,A/C Landing Date,A/C Landing Time,A/C departure Date,A/C departure Time,Turn Around Time,Work that needs to be carried out
101,03/04/2025,15:12,03/04/2025,21:12,06:00,"WP9, WP24"
102,03/04/2025,14:10,04/04/2025,16:22,26:12,"WP11, WP15"
103,03/04/2025,15:40,04/04/2025,10:52,19:12,"WP21, WP23, WP14, WP19"
104,03/04/2025,02:54,03/04/2025,05:42,02:48,"WP16, WP13"
105,03/04/2025,15:33,03/04/2025,17:33,02:00,"WP5, WP10"
106,03/04/2025,01:13,03/04/2025,12:25,11:12,"WP15, WP22, WP20"
107,03/04/2025,13:44,04/04/2025,15:32,25:48,"WP8, WP13"
108,03/04/2025,16:19,04/04/2025,05:07,12:48,"WP12, WP18, WP13, WP20, WP9, WP3, WP1"
109,03/04/2025,08:53,04/04/2025,10:41,25:48,"WP4, WP14"
110,03/04/2025,05:03,03/04/2025,06:27,01:24,"WP2, WP8"
111,03/04/2025,16:00,03/04/2025,18:24,02:24,"WP17, WP1"
112,03/04/2025,04:05,04/04/2025,05:53,25:48,"WP10, WP4"
113,03/04/2025,16:55,04/04/2025,19:07,26:12,"WP7, WP18"
114,03/04/2025,01:40,03/04/2025,10:28,08:48,"WP24, WP16, WP5, WP18"
115,03/04/2025,19:40,03/04/2025,23:04,03:24,"WP18, WP10, WP11"
116,03/04/2025,11:21,03/04/2025,23:21,12:00,"WP19, WP21"
117,03/04/2025,11:43,03/04/2025,15:19,03:36,WP22
118,03/04/2025,04:01,04/04/2025,05:25,25:24,"WP1, WP6"
119,03/04/2025,05:43,03/04/2025,07:55,02:12,"WP6, WP17"
120,03/04/2025,12:17,03/04/2025,14:17,02:00,"WP9, WP1"
