Aircraft (A/C) Serial Number,A/C Landing Date,A/C Landing Time,A/C departure Date,A/C departure Time,Turn Around Time,Work that needs to be carried out
101,08/01/2025,17:44,09/01/2025,19:08,25:24,"WP1, WP7"
102,08/01/2025,03:16,09/01/2025,05:40,26:24,"WP10, WP13"
103,08/01/2025,16:31,08/01/2025,23:07,06:36,"WP20, WP8"
104,08/01/2025,09:22,09/01/2025,11:22,26:00,"WP3, WP12"
105,08/01/2025,19:36,09/01/2025,04:00,08:24,"WP19, WP3"
106,08/01/2025,19:00,09/01/2025,09:12,14:12,"WP8, WP24, WP16, WP19"
107,08/01/2025,02:08,09/01/2025,05:44,27:36,"WP9, WP3, WP7, WP11"
108,08/01/2025,08:59,08/01/2025,10:59,02:00,"WP14, WP5"
109,08/01/2025,08:20,09/01/2025,10:44,26:24,"WP17, WP1"
110,08/01/2025,13:00,08/01/2025,15:48,02:48,"WP12, WP13, WP5"
111,08/01/2025,04:43,09/01/2025,07:55,27:12,"WP15, WP17"
112,08/01/2025,20:40,09/01/2025,10:28,13:48,"WP21, WP9, WP19, WP8"
113,08/01/2025,16:31,09/01/2025,08:55,16:24,"WP11, WP9, WP19, WP6, WP2, WP23"
114,08/01/2025,12:29,09/01/2025,14:53,26:24,"WP5, WP18"
115,08/01/2025,15:13,09/01/2025,18:37,27:24,"WP16, WP4, WP3"
116,08/01/2025,03:36,09/01/2025,07:24,27:48,"WP7, WP13, WP11, WP8, WP1"
117,08/01/2025,11:55,08/01/2025,16:07,04:12,"WP4, WP22"
118,08/01/2025,07:55,08/01/2025,21:07,13:12,"WP21, WP7, WP8, WP19"
119,08/01/2025,00:28,08/01/2025,06:28,06:00,"WP22, WP3, WP10"
120,08/01/2025,08:22,08/01/2025,09:10,00:48,WP2
