Aircraft (A/C) Serial Number,A/C Landing Date,A/C Landing Time,A/C departure Date,A/C departure Time,Turn Around Time,Work that needs to be carried out
101,16/11/2025,16:23,16/11/2025,19:47,03:24,"WP15, WP9, WP6"
102,16/11/2025,00:06,17/11/2025,02:18,26:12,"WP12, WP5, WP4"
103,16/11/2025,18:44,17/11/2025,03:08,08:24,"WP20, WP14, WP3"
104,16/11/2025,06:35,16/11/2025,13:47,07:12,"WP3, WP20"
105,16/11/2025,08:19,17/11/2025,10:31,26:12,"WP16, WP4"
106,16/11/2025,03:32,17/11/2025,06:44,27:12,"WP17, WP5, WP1"
107,16/11/2025,13:48,16/11/2025,23:24,09:36,"WP9, WP15, WP1, WP10, WP21"
108,16/11/2025,22:53,17/11/2025,00:05,01:12,"WP11, WP7"
109,16/11/2025,17:30,16/11/2025,20:30,03:00,"WP10, WP13, WP6"
110,16/11/2025,03:29,16/11/2025,11:17,07:48,"WP8, WP3, WP20"
111,16/11/2025,14:18,16/11/2025,16:42,02:24,"WP6, WP14, WP7"
112,16/11/2025,08:53,17/11/2025,11:41,26:48,"WP13, WP12, WP5"
113,16/11/2025,00:10,16/11/2025,01:58,01:48,"WP14, WP11"
114,16/11/2025,12:09,16/11/2025,14:33,02:24,"WP18, WP2"
115,16/11/2025,02:41,16/11/2025,07:05,04:24,"WP22, WP12"
116,16/11/2025,03:59,16/11/2025,15:59,12:00,"WP23, WP13, WP21"
117,16/11/2025,00:25,16/11/2025,07:13,06:48,"WP5, WP10, WP24"
118,16/11/2025,04:55,16/11/2025,12:43,07:48,"WP19, WP6"
119,16/11/2025,18:08,17/11/2025,18:56,24:48,WP1
120,16/11/2025,11:06,17/11/2025,12:42,25:36,WP15
