Aircraft (A/C) Serial Number,A/C Landing Date,A/C Landing Time,A/C departure Date,A/C departure Time,Turn Around Time,Work that needs to be carried out
101,05/04/2025,01:21,05/04/2025,06:09,04:48,"WP22, WP13"
102,05/04/2025,20:51,06/04/2025,22:51,26:00,"WP12, WP14"
103,05/04/2025,13:37,06/04/2025,15:25,25:48,"WP7, WP14"
104,05/04/2025,22:04,06/04/2025,11:52,13:48,"WP19, WP20, WP4"
105,05/04/2025,06:27,06/04/2025,07:39,25:12,"WP6, WP7"
106,05/04/2025,16:08,05/04/2025,17:20,01:12,"WP8, WP7"
107,05/04/2025,01:55,06/04/2025,04:31,26:36,"WP2, WP3, WP11"
108,05/04/2025,05:52,05/04/2025,12:52,07:00,"WP21, WP17, WP11"
109,05/04/2025,22:04,06/04/2025,05:04,07:00,"WP24, WP8, WP17"
110,05/04/2025,20:08,06/04/2025,02:08,06:00,"WP3, WP24"
111,05/04/2025,13:23,05/04/2025,16:11,02:48,"WP18, WP14"
112,05/04/2025,18:08,05/04/2025,21:08,03:00,"WP15, WP5, WP4"
113,05/04/2025,05:35,05/04/2025,23:11,17:36,"WP5, WP16, WP3, WP22, WP23, WP18, WP17, WP14"
114,05/04/2025,13:24,05/04/2025,16:12,02:48,"WP10, WP15"
115,05/04/2025,17:38,06/04/2025,02:50,09:12,"WP13, WP19, WP5"
116,05/04/2025,08:32,06/04/2025,11:20,26:48,"WP17, WP14"
117,05/04/2025,20:03,06/04/2025,23:03,27:00,"WP1, WP18, WP6"
118,05/04/2025,19:58,06/04/2025,21:10,25:12,"WP8, WP11"
119,05/04/2025,16:11,06/04/2025,00:11,08:00,"WP2, WP19"
120,05/04/2025,03:30,05/04/2025,10:42,07:12,"WP7, WP9, WP4, WP21"
