Aircraft (A/C) Serial Number,A/C Landing Date,A/C Landing Time,A/C departure Date,A/C departure Time,Turn Around Time,Work that needs to be carried out
101,26/10/2025,16:53,26/10/2025,22:17,05:24,"WP21, WP6"
102,26/10/2025,01:54,26/10/2025,07:18,05:24,"WP24, WP6"
103,26/10/2025,15:25,27/10/2025,18:37,27:12,"WP12, WP13, WP10"
104,26/10/2025,16:47,26/10/2025,20:59,04:12,"WP7, WP22"
105,26/10/2025,12:45,26/10/2025,14:57,02:12,"WP15, WP6"
106,26/10/2025,06:13,26/10/2025,07:37,01:24,"WP1, WP11"
107,26/10/2025,11:36,27/10/2025,13:24,25:48,"WP10, WP7"
108,26/10/2025,10:17,26/10/2025,14:05,03:48,"WP14, WP5, WP13, WP6"
109,26/10/2025,04:13,26/10/2025,11:49,07:36,"WP20, WP18"
110,26/10/2025,22:35,27/10/2025,07:47,09:12,"WP2, WP19, WP9"
111,26/10/2025,10:06,26/10/2025,11:18,01:12,"WP4, WP6"
112,26/10/2025,21:06,27/10/2025,22:54,25:48,"WP11, WP13"
113,26/10/2025,20:43,27/10/2025,03:55,07:12,"WP23, WP3"
114,26/10/2025,04:09,26/10/2025,09:45,05:36,"WP17, WP10, WP15, WP3"
115,26/10/2025,22:03,27/10/2025,11:15,13:12,"WP18, WP5, WP24, WP23"
116,26/10/2025,15:40,26/10/2025,23:52,08:12,"WP16, WP20, WP6"
117,26/10/2025,05:13,27/10/2025,07:25,26:12,"WP8, WP17"
118,26/10/2025,21:43,27/10/2025,00:31,02:48,"WP13, WP17"
119,26/10/2025,00:50,26/10/2025,03:38,02:48,"WP3, WP17"
120,26/10/2025,11:28,27/10/2025,13:52,26:24,"WP5, WP17"
