Aircraft (A/C) Serial Number,A/C Landing Date,A/C Landing Time,A/C departure Date,A/C departure Time,Turn Around Time,Work that needs to be carried out
101,23/04/2025,00:13,23/04/2025,10:25,10:12,"WP19, WP13, WP9, WP8"
102,23/04/2025,19:37,24/04/2025,21:49,26:12,"WP14, WP20, WP15, WP19, WP23, WP8, WP22"
103,23/04/2025,18:29,23/04/2025,19:41,01:12,"WP8, WP7"
104,23/04/2025,15:58,24/04/2025,17:58,26:00,"WP1, WP13"
105,23/04/2025,14:56,23/04/2025,23:32,08:36,"WP23, WP12, WP13, WP8"
106,23/04/2025,16:57,24/04/2025,18:57,26:00,"WP12, WP13"
107,23/04/2025,02:56,24/04/2025,05:44,26:48,"WP18, WP9"
108,23/04/2025,19:52,24/04/2025,22:28,26:36,"WP3, WP12, WP6"
109,23/04/2025,08:49,23/04/2025,13:37,04:48,"WP22, WP13"
110,23/04/2025,18:40,24/04/2025,20:52,26:12,"WP15, WP4"
111,23/04/2025,12:42,23/04/2025,15:06,02:24,"WP17, WP5"
112,23/04/2025,20:27,24/04/2025,03:51,07:24,"WP5, WP11, WP9, WP24"
113,23/04/2025,00:05,24/04/2025,01:53,25:48,"WP9, WP7"
114,23/04/2025,08:02,23/04/2025,10:50,02:48,"WP10, WP15"
115,23/04/2025,20:00,24/04/2025,05:12,09:12,"WP7, WP1, WP4, WP19"
116,23/04/2025,16:28,24/04/2025,06:40,14:12,"WP2, WP11, WP5, WP3, WP22, WP24, WP17, WP12"
117,23/04/2025,03:18,24/04/2025,04:54,25:36,WP16
118,23/04/2025,17:19,23/04/2025,18:07,00:48,WP12
119,23/04/2025,20:14,24/04/2025,05:50,09:36,"WP21, WP11, WP18, WP2, WP4, WP10"
120,23/04/2025,20:06,23/04/2025,21:42,01:36,WP16
