Aicraft (A/C) Serial Number,A/C Landing Date,A/C Landing Time,A/C departure Date,A/C departure Time,Turn Around Time,Work that needs to be carried out
101,24/02/2025,08:26,24/02/2025,17:26,09:00,"WP6, WP19, WP14"
102,24/02/2025,01:36,25/02/2025,03:36,26:00,"WP12, WP10"
103,24/02/2025,13:54,24/02/2025,16:06,02:12,"WP15, WP4"
104,24/02/2025,12:48,25/02/2025,15:12,26:24,"WP8, WP6, WP9"
105,24/02/2025,03:58,24/02/2025,07:10,03:12,"WP1, WP14, WP10"
106,24/02/2025,08:07,24/02/2025,13:43,05:36,"WP11, WP12, WP8, WP22"
107,24/02/2025,08:19,24/02/2025,16:55,08:36,"WP9, WP24, WP7, WP11, WP8, WP1"
108,24/02/2025,07:58,24/02/2025,09:58,02:00,"WP3, WP12"
109,24/02/2025,03:15,24/02/2025,09:39,06:24,"WP22, WP12, WP5, WP14"
110,24/02/2025,11:06,25/02/2025,13:54,26:48,"WP10, WP17"
111,24/02/2025,17:54,25/02/2025,08:42,14:48,"WP19, WP15, WP20"
112,24/02/2025,22:07,25/02/2025,04:07,06:00,"WP21, WP8, WP7"
113,24/02/2025,04:53,25/02/2025,08:17,27:24,"WP17, WP9, WP11"
114,24/02/2025,06:08,24/02/2025,12:56,06:48,"WP13, WP1, WP21"
115,24/02/2025,00:09,24/02/2025,08:09,08:00,"WP24, WP5, WP7, WP8, WP4, WP11"
116,24/02/2025,18:42,25/02/2025,20:42,26:00,"WP14, WP1"
117,24/02/2025,20:30,25/02/2025,23:42,27:12,"WP16, WP15"
118,24/02/2025,10:36,25/02/2025,13:24,26:48,"WP2, WP8, WP4, WP1"
119,24/02/2025,20:12,25/02/2025,03:48,07:36,"WP23, WP18"
120,24/02/2025,06:18,24/02/2025,11:42,05:24,"WP4, WP24"
