Aicraft (A/C) Serial Number,A/C Landing Date,A/C Landing Time,A/C departure Date,A/C departure Time,Turn Around Time,Work that needs to be carried out
101,10/11/2025,06:57,10/11/2025,14:33,07:36,"WP15, WP23"
102,10/11/2025,16:19,11/11/2025,04:07,11:48,"WP4, WP9, WP20, WP3, WP10, WP17"
103,10/11/2025,07:16,10/11/2025,15:40,08:24,"WP12, WP16, WP23"
104,10/11/2025,16:46,10/11/2025,20:58,04:12,"WP22, WP11"
105,10/11/2025,10:49,10/11/2025,12:01,01:12,WP10
106,10/11/2025,15:14,11/11/2025,16:50,25:36,WP16
107,10/11/2025,13:39,10/11/2025,18:51,05:12,"WP18, WP22"
108,10/11/2025,04:28,11/11/2025,06:40,26:12,"WP8, WP18"
109,10/11/2025,05:05,10/11/2025,06:53,01:48,"WP14, WP8"
110,10/11/2025,06:15,10/11/2025,12:39,06:24,"WP24, WP18"
111,10/11/2025,18:01,11/11/2025,09:01,15:00,"WP1, WP6, WP21, WP14, WP15, WP20"
112,10/11/2025,16:59,10/11/2025,19:59,03:00,"WP17, WP2, WP6"
113,10/11/2025,03:01,10/11/2025,09:49,06:48,"WP23, WP5"
114,10/11/2025,00:10,11/11/2025,00:46,24:36,WP6
115,10/11/2025,06:56,11/11/2025,08:20,25:24,"WP2, WP6"
116,10/11/2025,14:03,11/11/2025,03:15,13:12,"WP20, WP21, WP12, WP16"
117,10/11/2025,22:04,12/11/2025,01:04,27:00,"WP3, WP11, WP9"
118,10/11/2025,20:07,11/11/2025,06:55,10:48,"WP19, WP22"
119,10/11/2025,10:58,11/11/2025,12:46,25:48,"WP9, WP8"
120,10/11/2025,12:55,10/11/2025,17:31,04:36,"WP5, WP13, WP3, WP1, WP7"
