Aircraft (A/C) Serial Number,A/C Landing Date,A/C Landing Time,A/C departure Date,A/C departure Time,Turn Around Time,Work that needs to be carried out
101,10/08/2025,08:59,10/08/2025,10:35,01:36,WP15
102,10/08/2025,15:41,10/08/2025,17:17,01:36,WP17
103,10/08/2025,08:28,10/08/2025,09:40,01:12,WP9
104,10/08/2025,11:06,10/08/2025,11:54,00:48,WP5
105,10/08/2025,09:16,10/08/2025,15:40,06:24,"WP22, WP16, WP10"
106,10/08/2025,13:51,10/08/2025,15:03,01:12,WP3
107,10/08/2025,15:42,10/08/2025,22:18,06:36,"WP23, WP6"
108,10/08/2025,20:11,11/08/2025,08:59,12:48,"WP1, WP19, WP24"
109,10/08/2025,15:03,10/08/2025,16:15,01:12,WP13
110,10/08/2025,17:11,10/08/2025,19:47,02:36,"WP4, WP12, WP3"
111,10/08/2025,03:41,10/08/2025,06:17,02:36,"WP12, WP4, WP3"
112,10/08/2025,20:08,11/08/2025,06:20,10:12,"WP6, WP1, WP6, WP23, WP15, WP11"
113,10/08/2025,20:00,10/08/2025,20:36,00:36,WP8
114,10/08/2025,19:29,10/08/2025,22:17,02:48,"WP7, WP11, WP15"
115,10/08/2025,18:11,11/08/2025,02:59,08:48,"WP18, WP13, WP23"
116,10/08/2025,00:07,10/08/2025,05:43,05:36,"WP2, WP21"
117,10/08/2025,06:36,10/08/2025,12:36,06:00,WP20
118,10/08/2025,21:52,11/08/2025,00:52,03:00,"WP11, WP5, WP5, WP2"
119,10/08/2025,21:36,11/08/2025,07:12,09:36,"WP10, WP12, WP15, WP14, WP24"
120,10/08/2025,11:29,10/08/2025,22:05,10:36,"WP16, WP1, WP14, WP3, WP2, WP15, WP9, WP6, WP18"
