Aircraft (A/C) Serial Number,A/C Landing Date,A/C Landing Time,A/C departure Date,A/C departure Time,Turn Around Time,Work that needs to be carried out
101,09/09/2025,00:19,09/09/2025,01:31,01:12,WP9
102,09/09/2025,11:24,09/09/2025,17:36,06:12,"WP8, WP1, WP24"
103,09/09/2025,11:49,09/09/2025,16:37,04:48,WP24
104,09/09/2025,02:16,09/09/2025,07:04,04:48,WP21
105,09/09/2025,13:15,09/09/2025,16:39,03:24,"WP4, WP15, WP10"
106,09/09/2025,14:27,09/09/2025,15:39,01:12,WP14
107,09/09/2025,16:46,09/09/2025,19:22,02:36,"WP11, WP3, WP2"
108,09/09/2025,13:45,09/09/2025,19:45,06:00,WP20
109,09/09/2025,06:33,09/09/2025,22:45,16:12,"WP3, WP11, WP19, WP19"
110,09/09/2025,13:20,09/09/2025,14:56,01:36,WP18
111,09/09/2025,17:30,09/09/2025,20:42,03:12,"WP6, WP11, WP1, WP10"
112,09/09/2025,22:33,10/09/2025,00:09,01:36,WP15
113,09/09/2025,19:38,09/09/2025,22:38,03:00,"WP5, WP17, WP7"
114,09/09/2025,02:29,09/09/2025,03:05,00:36,WP7
115,09/09/2025,07:47,09/09/2025,09:47,02:00,"WP12, WP9"
116,09/09/2025,00:02,09/09/2025,16:26,16:24,"WP22, WP12, WP21, WP23, WP9"
117,09/09/2025,03:36,09/09/2025,06:00,02:24,"WP2, WP18"
118,09/09/2025,00:19,09/09/2025,01:31,01:12,WP13
119,09/09/2025,12:44,10/09/2025,03:44,15:00,"WP23, WP23, WP1, WP16, WP11"
120,09/09/2025,15:12,10/09/2025,04:48,13:36,"WP19, WP1, WP18, WP14, WP17, WP3"
