Aircraft (A/C) Serial Number,A/C Landing Date,A/C Landing Time,A/C departure Date,A/C departure Time,Turn Around Time,Work that needs to be carried out
101,05/03/2025,22:48,06/03/2025,00:24,01:36,WP18
102,05/03/2025,18:26,05/03/2025,19:38,01:12,WP9
103,05/03/2025,06:27,05/03/2025,22:39,16:12,"WP16, WP23, WP11, WP19, WP5"
104,05/03/2025,07:00,05/03/2025,08:12,01:12,WP13
105,05/03/2025,01:28,05/03/2025,08:40,07:12,WP19
106,05/03/2025,19:19,05/03/2025,19:55,00:36,WP11
107,05/03/2025,20:25,06/03/2025,06:25,10:00,"WP24, WP1, WP1, WP22"
108,05/03/2025,05:01,05/03/2025,11:49,06:48,"WP1, WP23"
109,05/03/2025,22:01,06/03/2025,11:01,13:00,"WP3, WP15, WP7, WP24, WP24"
110,05/03/2025,21:52,05/03/2025,23:52,02:00,"WP10, WP2"
111,05/03/2025,05:29,05/03/2025,13:05,07:36,"WP23, WP18"
112,05/03/2025,10:39,05/03/2025,13:15,02:36,"WP5, WP8, WP14"
113,05/03/2025,15:59,05/03/2025,16:35,00:36,WP6
114,05/03/2025,02:17,05/03/2025,03:53,01:36,WP17
115,05/03/2025,00:59,05/03/2025,07:23,06:24,"WP21, WP18"
116,05/03/2025,09:44,05/03/2025,10:32,00:48,WP2
117,05/03/2025,16:18,05/03/2025,16:54,00:36,WP4
118,05/03/2025,12:22,05/03/2025,19:10,06:48,"WP20, WP5"
119,05/03/2025,21:42,06/03/2025,11:18,13:36,"WP22, WP23, WP18, WP18, WP12"
120,05/03/2025,20:53,05/03/2025,22:05,01:12,WP14
