Aircraft (A/C) Serial Number,A/C Landing Date,A/C Landing Time,A/C departure Date,A/C departure Time,Turn Around Time,Work that needs to be carried out
101,14/11/2025,16:40,14/11/2025,20:52,04:12,"WP12, WP6, WP9, WP16"
102,14/11/2025,04:30,14/11/2025,11:42,07:12,WP19
103,14/11/2025,09:00,14/11/2025,11:00,02:00,"WP8, WP4, WP5"
104,14/11/2025,06:33,14/11/2025,12:57,06:24,"WP18, WP21"
105,14/11/2025,08:06,14/11/2025,10:18,02:12,"WP15, WP8"
106,14/11/2025,06:34,14/11/2025,14:10,07:36,"WP13, WP24, WP12, WP5"
107,14/11/2025,04:28,14/11/2025,06:28,02:00,"WP1, WP13"
108,14/11/2025,18:04,14/11/2025,19:52,01:48,"WP4, WP10"
109,14/11/2025,03:20,14/11/2025,08:08,04:48,WP24
110,14/11/2025,23:11,15/11/2025,03:35,04:24,"WP3, WP15, WP16"
111,14/11/2025,19:56,15/11/2025,01:56,06:00,WP20
112,14/11/2025,12:57,15/11/2025,04:45,15:48,"WP5, WP2, WP11, WP20, WP16, WP23"
113,14/11/2025,07:24,14/11/2025,08:00,00:36,WP11
114,14/11/2025,05:31,14/11/2025,13:31,08:00,"WP17, WP2, WP2, WP24"
115,14/11/2025,13:07,14/11/2025,21:55,08:48,"WP16, WP14, WP23"
116,14/11/2025,22:36,14/11/2025,23:48,01:12,WP9
117,14/11/2025,08:34,14/11/2025,09:22,00:48,WP2
118,14/11/2025,04:03,14/11/2025,05:15,01:12,WP14
119,14/11/2025,06:57,14/11/2025,07:33,00:36,WP7
120,14/11/2025,08:13,14/11/2025,13:01,04:48,"WP10, WP22"
