Aircraft (A/C) Serial Number,A/C Landing Date,A/C Landing Time,A/C departure Date,A/C departure Time,Turn Around Time,Work that needs to be carried out
101,12/01/2025,11:05,12/01/2025,18:17,07:12,WP19
102,12/01/2025,11:05,12/01/2025,12:17,01:12,WP3
103,12/01/2025,20:59,13/01/2025,01:47,04:48,WP21
104,12/01/2025,15:21,12/01/2025,21:57,06:36,"WP11, WP3, WP24"
105,12/01/2025,05:51,12/01/2025,07:27,01:36,WP16
106,12/01/2025,22:12,12/01/2025,23:00,00:48,WP1
107,12/01/2025,09:22,12/01/2025,10:10,00:48,WP5
108,12/01/2025,16:04,12/01/2025,19:04,03:00,"WP4, WP14, WP9"
109,12/01/2025,17:03,12/01/2025,22:15,05:12,"WP7, WP16, WP13, WP14, WP6"
110,12/01/2025,12:39,13/01/2025,03:27,14:48,"WP20, WP23, WP13, WP18"
111,12/01/2025,08:36,12/01/2025,12:24,03:48,"WP6, WP17, WP18"
112,12/01/2025,13:36,12/01/2025,17:12,03:36,WP22
113,12/01/2025,09:44,12/01/2025,10:56,01:12,WP10
114,12/01/2025,14:48,12/01/2025,20:48,06:00,WP23
115,12/01/2025,10:16,12/01/2025,17:28,07:12,"WP24, WP6, WP7, WP3"
116,12/01/2025,16:25,12/01/2025,17:37,01:12,WP14
117,12/01/2025,12:47,12/01/2025,14:23,01:36,WP15
118,12/01/2025,09:12,12/01/2025,10:48,01:36,WP18
119,12/01/2025,10:04,12/01/2025,23:40,13:36,"WP8, WP2, WP4, WP4, WP23, WP16, WP16, WP11, WP14"
120,12/01/2025,19:56,13/01/2025,05:08,09:12,"WP13, WP20, WP3, WP12"
