Aircraft (A/C) Serial Number,A/C Landing Date,A/C Landing Time,A/C departure Date,A/C departure Time,Turn Around Time,Work that needs to be carried out
101,06/01/2025,09:50,07/01/2025,05:14,19:24,"WP8, WP13, WP7, WP2, WP19, WP4, WP19, WP3"
102,06/01/2025,01:25,06/01/2025,05:01,03:36,WP22
103,06/01/2025,04:44,06/01/2025,07:56,03:12,"WP10, WP13, WP12"
104,06/01/2025,20:22,06/01/2025,20:58,00:36,WP11
105,06/01/2025,15:57,06/01/2025,21:09,05:12,"WP4, WP6, WP15, WP9, WP3"
106,06/01/2025,22:23,06/01/2025,23:35,01:12,WP14
107,06/01/2025,08:44,06/01/2025,10:44,02:00,"WP3, WP5"
108,06/01/2025,18:58,07/01/2025,00:58,06:00,WP23
109,06/01/2025,18:09,07/01/2025,09:09,15:00,"WP24, WP8, WP22, WP13, WP21"
110,06/01/2025,10:37,06/01/2025,15:25,04:48,"WP2, WP16, WP1, WP18"
111,06/01/2025,16:29,06/01/2025,18:53,02:24,"WP1, WP15"
112,06/01/2025,20:38,06/01/2025,21:14,00:36,WP7
113,06/01/2025,21:23,07/01/2025,03:59,06:36,"WP20, WP6"
114,06/01/2025,16:17,06/01/2025,19:29,03:12,"WP13, WP10, WP5"
115,06/01/2025,16:07,06/01/2025,16:55,00:48,WP12
116,06/01/2025,23:10,07/01/2025,07:58,08:48,"WP5, WP19, WP12"
117,06/01/2025,18:07,06/01/2025,19:43,01:36,WP15
118,06/01/2025,06:29,06/01/2025,07:05,00:36,WP6
119,06/01/2025,23:34,07/01/2025,00:46,01:12,WP9
120,06/01/2025,23:54,07/01/2025,10:18,10:24,"WP19, WP18, WP17"
