Aircraft (A/C) Serial Number,A/C Landing Date,A/C Landing Time,A/C departure Date,A/C departure Time,Turn Around Time,Work that needs to be carried out
101,10/08/2025,12:40,11/08/2025,07:40,19:00,"WP3, WP19, WP15, WP22, WP21, WP4"
102,10/08/2025,03:25,10/08/2025,06:37,03:12,"WP15, WP17"
103,10/08/2025,22:54,11/08/2025,04:54,06:00,WP20
104,10/08/2025,18:53,10/08/2025,19:29,00:36,WP11
105,10/08/2025,19:50,11/08/2025,01:26,05:36,"WP2, WP24"
106,10/08/2025,00:59,10/08/2025,05:47,04:48,WP21
107,10/08/2025,16:01,11/08/2025,05:01,13:00,"WP7, WP22, WP17, WP9, WP20"
108,10/08/2025,15:17,10/08/2025,20:05,04:48,"WP13, WP22"
109,10/08/2025,22:55,11/08/2025,00:31,01:36,WP17
110,10/08/2025,02:09,10/08/2025,04:33,02:24,"WP9, WP10"
111,10/08/2025,23:41,11/08/2025,05:17,05:36,"WP1, WP24"
112,10/08/2025,00:01,10/08/2025,09:13,09:12,"WP16, WP2, WP24, WP3, WP12"
113,10/08/2025,01:12,10/08/2025,02:36,01:24,"WP4, WP2"
114,10/08/2025,08:35,10/08/2025,09:23,00:48,WP12
115,10/08/2025,13:18,10/08/2025,14:06,00:48,WP5
116,10/08/2025,19:33,10/08/2025,23:09,03:36,WP22
117,10/08/2025,04:59,10/08/2025,13:59,09:00,"WP10, WP6, WP19"
118,10/08/2025,06:06,10/08/2025,12:42,06:36,"WP8, WP23"
119,10/08/2025,14:23,10/08/2025,15:35,01:12,WP14
120,10/08/2025,05:03,10/08/2025,08:51,03:48,"WP18, WP17, WP11"
