Aircraft (A/C) Serial Number,A/C Landing Date,A/C Landing Time,A/C departure Date,A/C departure Time,Turn Around Time,Work that needs to be carried out
101,16/12/2025,11:31,16/12/2025,18:19,06:48,"WP23, WP5"
102,16/12/2025,12:16,16/12/2025,17:04,04:48,WP24
103,16/12/2025,01:04,16/12/2025,04:40,03:36,WP22
104,16/12/2025,20:17,17/12/2025,03:17,07:00,"WP8, WP1, WP2, WP24"
105,16/12/2025,19:55,16/12/2025,21:07,01:12,WP9
106,16/12/2025,23:50,17/12/2025,01:26,01:36,WP16
107,16/12/2025,15:24,17/12/2025,01:00,09:36,"WP19, WP10, WP4, WP6"
108,16/12/2025,12:52,16/12/2025,14:28,01:36,WP18
109,16/12/2025,01:19,16/12/2025,13:55,12:36,"WP11, WP19, WP21"
110,16/12/2025,23:20,17/12/2025,02:08,02:48,"WP17, WP10"
111,16/12/2025,00:23,16/12/2025,05:11,04:48,WP21
112,16/12/2025,02:46,16/12/2025,03:58,01:12,WP13
113,16/12/2025,17:02,16/12/2025,18:14,01:12,WP3
114,16/12/2025,13:17,16/12/2025,14:05,00:48,WP12
115,16/12/2025,05:08,16/12/2025,05:44,00:36,WP7
116,16/12/2025,21:04,17/12/2025,03:04,06:00,WP20
117,16/12/2025,11:15,17/12/2025,00:51,13:36,"WP5, WP17, WP22, WP9, WP2, WP24, WP2"
118,16/12/2025,14:28,17/12/2025,02:52,12:24,"WP14, WP20, WP22, WP15"
119,16/12/2025,16:46,16/12/2025,17:58,01:12,WP10
120,16/12/2025,23:28,17/12/2025,00:04,00:36,WP6
