Aircraft (A/C) Serial Number,A/C Landing Date,A/C Landing Time,A/C departure Date,A/C departure Time,Turn Around Time,Work that needs to be carried out
101,27/12/2025,16:23,27/12/2025,17:59,01:36,WP18
102,27/12/2025,20:42,27/12/2025,21:30,00:48,WP1
103,27/12/2025,13:37,27/12/2025,15:01,01:24,"WP5, WP4"
104,27/12/2025,00:28,27/12/2025,01:16,00:48,WP2
105,27/12/2025,15:12,27/12/2025,23:48,08:36,"WP11, WP18, WP16, WP21"
106,27/12/2025,22:05,28/12/2025,02:53,04:48,WP21
107,27/12/2025,14:10,28/12/2025,02:10,12:00,"WP19, WP21"
108,27/12/2025,08:35,27/12/2025,16:59,08:24,"WP9, WP10, WP20"
109,27/12/2025,06:51,27/12/2025,13:27,06:36,"WP8, WP14, WP21"
110,27/12/2025,04:22,27/12/2025,10:22,06:00,"WP10, WP21"
111,27/12/2025,19:24,27/12/2025,20:12,00:48,WP12
112,27/12/2025,22:38,28/12/2025,00:26,01:48,"WP3, WP6"
113,27/12/2025,15:40,27/12/2025,17:28,01:48,"WP13, WP11"
114,27/12/2025,11:41,27/12/2025,18:29,06:48,"WP6, WP24, WP7, WP2"
115,27/12/2025,00:28,27/12/2025,01:04,00:36,WP4
116,27/12/2025,05:17,27/12/2025,08:29,03:12,"WP17, WP15"
117,27/12/2025,08:33,27/12/2025,18:45,10:12,"WP7, WP24, WP24"
118,27/12/2025,20:31,28/12/2025,00:07,03:36,WP22
119,27/12/2025,05:43,27/12/2025,16:31,10:48,"WP23, WP21"
120,27/12/2025,17:06,27/12/2025,21:54,04:48,WP24
