Aircraft (A/C) Serial Number,A/C Landing Date,A/C Landing Time,A/C departure Date,A/C departure Time,Turn Around Time,Work that needs to be carried out
101,16/12/2025,17:47,17/12/2025,03:59,10:12,"WP22, WP4, WP23"
102,16/12/2025,06:17,16/12/2025,07:05,00:48,WP5
103,16/12/2025,05:31,16/12/2025,10:43,05:12,"WP18, WP22"
104,16/12/2025,22:27,17/12/2025,05:03,06:36,"WP6, WP23"
105,16/12/2025,06:14,16/12/2025,11:14,05:00,"WP15, WP8, WP10, WP17"
106,16/12/2025,04:28,16/12/2025,06:04,01:36,WP16
107,16/12/2025,14:02,16/12/2025,21:14,07:12,"WP3, WP20"
108,16/12/2025,07:05,16/12/2025,08:29,01:24,"WP2, WP6"
109,16/12/2025,15:15,16/12/2025,22:15,07:00,"WP12, WP15, WP14, WP16, WP14, WP6"
110,16/12/2025,21:32,17/12/2025,00:20,02:48,"WP13, WP16"
111,16/12/2025,22:17,17/12/2025,10:29,12:12,"WP24, WP11, WP23, WP1"
112,16/12/2025,06:54,16/12/2025,11:42,04:48,WP21
113,16/12/2025,23:48,17/12/2025,06:24,06:36,"WP23, WP6"
114,16/12/2025,15:03,16/12/2025,22:51,07:48,"WP20, WP7, WP13"
115,16/12/2025,05:50,16/12/2025,07:14,01:24,"WP1, WP11"
116,16/12/2025,20:26,17/12/2025,03:38,07:12,WP19
117,16/12/2025,20:44,17/12/2025,10:32,13:48,"WP4, WP24, WP22, WP24"
118,16/12/2025,22:33,17/12/2025,01:57,03:24,"WP9, WP11, WP17"
119,16/12/2025,04:21,16/12/2025,04:57,00:36,WP7
120,16/12/2025,23:28,17/12/2025,00:40,01:12,WP14
