Aircraft (A/C) Serial Number,A/C Landing Date,A/C Landing Time,A/C departure Date,A/C departure Time,Turn Around Time,Work that needs to be carried out
101,03/06/2025,17:20,04/06/2025,06:56,13:36,"WP24, WP16, WP14, WP20"
102,03/06/2025,15:09,03/06/2025,19:33,04:24,"WP22, WP1"
103,03/06/2025,20:02,03/06/2025,21:14,01:12,WP10
104,03/06/2025,22:33,03/06/2025,23:45,01:12,WP14
105,03/06/2025,20:40,04/06/2025,04:16,07:36,"WP16, WP23"
106,03/06/2025,15:39,03/06/2025,16:27,00:48,WP1
107,03/06/2025,02:33,03/06/2025,03:45,01:12,WP3
108,03/06/2025,14:00,03/06/2025,16:24,02:24,"WP9, WP13"
109,03/06/2025,11:21,03/06/2025,12:09,00:48,WP12
110,03/06/2025,17:07,03/06/2025,21:55,04:48,WP21
111,03/06/2025,23:01,04/06/2025,05:37,06:36,"WP8, WP23"
112,03/06/2025,23:36,04/06/2025,01:12,01:36,WP15
113,03/06/2025,12:38,03/06/2025,13:50,01:12,"WP4, WP6"
114,03/06/2025,01:18,03/06/2025,02:42,01:24,"WP5, WP11"
115,03/06/2025,11:57,03/06/2025,22:09,10:12,"WP13, WP14, WP4, WP14, WP23"
116,03/06/2025,04:20,03/06/2025,12:20,08:00,"WP19, WP1"
117,03/06/2025,15:04,03/06/2025,15:40,00:36,WP11
118,03/06/2025,21:16,04/06/2025,00:28,03:12,"WP17, WP17"
119,03/06/2025,09:17,03/06/2025,23:17,14:00,"WP23, WP23, WP9, WP12"
120,03/06/2025,10:41,03/06/2025,21:29,10:48,"WP7, WP2, WP19, WP18, WP4"
