Aircraft (A/C) Serial Number,A/C Landing Date,A/C Landing Time,A/C departure Date,A/C departure Time,Turn Around Time,Work that needs to be carried out
101,25/09/2025,12:35,25/09/2025,14:47,02:12,"WP16, WP4"
102,25/09/2025,06:39,25/09/2025,16:39,10:00,"WP10, WP16, WP19"
103,25/09/2025,06:25,25/09/2025,08:13,01:48,"WP14, WP8"
104,25/09/2025,18:27,25/09/2025,19:03,00:36,WP11
105,25/09/2025,15:40,25/09/2025,17:16,01:36,WP17
106,25/09/2025,00:40,25/09/2025,09:04,08:24,"WP21, WP22"
107,25/09/2025,17:32,25/09/2025,23:56,06:24,"WP24, WP15"
108,25/09/2025,03:35,25/09/2025,06:59,03:24,"WP3, WP8, WP15"
109,25/09/2025,13:58,25/09/2025,14:34,00:36,WP6
110,25/09/2025,12:37,25/09/2025,13:25,00:48,WP5
111,25/09/2025,10:38,25/09/2025,12:14,01:36,WP15
112,25/09/2025,07:04,25/09/2025,13:40,06:36,"WP20, WP7"
113,25/09/2025,01:36,25/09/2025,03:24,01:48,"WP4, WP6, WP7"
114,25/09/2025,00:39,25/09/2025,09:15,08:36,"WP19, WP7, WP5"
115,25/09/2025,20:44,25/09/2025,22:20,01:36,"WP12, WP5"
116,25/09/2025,14:37,25/09/2025,20:37,06:00,WP23
117,25/09/2025,22:38,26/09/2025,08:02,09:24,"WP13, WP20, WP8, WP16"
118,25/09/2025,11:42,25/09/2025,20:42,09:00,"WP9, WP6, WP19"
119,25/09/2025,08:14,25/09/2025,09:50,01:36,WP18
120,25/09/2025,23:58,26/09/2025,07:22,07:24,"WP22, WP1, WP2, WP15, WP6"
