Aircraft (A/C) Serial Number,A/C Landing Date,A/C Landing Time,A/C departure Date,A/C departure Time,Turn Around Time,Work that needs to be carried out
101,19/11/2025,16:46,19/11/2025,20:58,04:12,"WP11, WP22"
102,19/11/2025,00:41,19/11/2025,01:29,00:48,WP1
103,19/11/2025,04:32,19/11/2025,05:08,00:36,WP7
104,19/11/2025,01:16,19/11/2025,04:40,03:24,"WP9, WP16, WP8"
105,19/11/2025,02:04,19/11/2025,02:52,00:48,WP12
106,19/11/2025,09:04,19/11/2025,13:28,04:24,"WP2, WP22"
107,19/11/2025,05:07,19/11/2025,06:43,01:36,"WP5, WP1"
108,19/11/2025,14:03,19/11/2025,14:39,00:36,WP8
109,19/11/2025,16:55,19/11/2025,18:31,01:36,WP17
110,19/11/2025,10:00,19/11/2025,17:48,07:48,"WP6, WP9, WP20"
111,19/11/2025,05:54,19/11/2025,13:06,07:12,"WP13, WP23"
112,19/11/2025,23:12,20/11/2025,01:00,01:48,"WP4, WP9"
113,19/11/2025,02:29,20/11/2025,00:05,21:36,"WP16, WP24, WP3, WP16, WP16, WP20, WP21"
114,19/11/2025,14:47,19/11/2025,16:35,01:48,"WP14, WP11"
115,19/11/2025,00:38,19/11/2025,01:50,01:12,WP10
116,19/11/2025,03:45,19/11/2025,10:57,07:12,WP19
117,19/11/2025,01:19,19/11/2025,02:55,01:36,WP18
118,19/11/2025,00:46,19/11/2025,23:34,22:48,"WP20, WP10, WP3, WP18, WP16, WP22, WP15, WP23"
119,19/11/2025,22:17,19/11/2025,23:53,01:36,WP15
120,19/11/2025,21:15,20/11/2025,02:03,04:48,WP24
