Aircraft (A/C) Serial Number,A/C Landing Date,A/C Landing Time,A/C departure Date,A/C departure Time,Turn Around Time,Work that needs to be carried out
101,12/05/2025,04:43,12/05/2025,06:43,02:00,"WP5, WP10"
102,12/05/2025,15:59,12/05/2025,16:35,00:36,WP6
103,12/05/2025,16:18,13/05/2025,00:30,08:12,"WP15, WP23, WP7"
104,12/05/2025,16:21,12/05/2025,19:09,02:48,"WP9, WP17"
105,12/05/2025,10:31,12/05/2025,11:43,01:12,WP3
106,12/05/2025,18:41,12/05/2025,19:53,01:12,"WP8, WP8"
107,12/05/2025,04:10,12/05/2025,23:10,19:00,"WP23, WP22, WP4, WP2, WP4, WP7, WP8, WP24, WP8, WP12"
108,12/05/2025,08:43,12/05/2025,09:55,01:12,WP14
109,12/05/2025,07:04,12/05/2025,07:52,00:48,WP1
110,12/05/2025,12:22,12/05/2025,16:22,04:00,"WP11, WP7, WP15, WP14"
111,12/05/2025,07:59,12/05/2025,23:11,15:12,"WP17, WP24, WP18, WP19"
112,12/05/2025,23:47,13/05/2025,00:23,00:36,WP7
113,12/05/2025,03:46,12/05/2025,04:34,00:48,WP2
114,12/05/2025,04:26,12/05/2025,06:38,02:12,"WP4, WP5, WP5"
115,12/05/2025,21:40,12/05/2025,23:16,01:36,WP16
116,12/05/2025,09:10,12/05/2025,15:10,06:00,WP20
117,12/05/2025,09:49,13/05/2025,08:01,22:12,"WP19, WP21, WP7, WP9, WP21, WP22"
118,12/05/2025,14:11,12/05/2025,23:23,09:12,"WP10, WP21, WP15, WP16"
119,12/05/2025,14:10,12/05/2025,20:34,06:24,"WP12, WP24, WP1"
120,12/05/2025,06:02,12/05/2025,12:02,06:00,"WP21, WP13"
