Aircraft (A/C) Serial Number,A/C Landing Date,A/C Landing Time,A/C departure Date,A/C departure Time,Turn Around Time,Work that needs to be carried out
101,22/08/2025,12:08,22/08/2025,23:44,11:36,"WP1, WP20, WP6, WP8, WP13, WP16, WP1"
102,22/08/2025,14:56,22/08/2025,23:44,08:48,"WP19, WP15"
103,22/08/2025,01:41,22/08/2025,16:41,15:00,"WP17, WP23, WP14, WP18, WP8, WP15, WP9, WP10"
104,22/08/2025,12:09,23/08/2025,00:09,12:00,"WP23, WP20"
105,22/08/2025,20:48,22/08/2025,22:00,01:12,WP10
106,22/08/2025,22:15,22/08/2025,23:27,01:12,WP3
107,22/08/2025,02:17,22/08/2025,03:29,01:12,WP9
108,22/08/2025,20:13,22/08/2025,21:01,00:48,WP5
109,22/08/2025,21:03,23/08/2025,00:03,03:00,"WP14, WP4, WP8, WP7"
110,22/08/2025,14:41,22/08/2025,17:05,02:24,"WP2, WP16"
111,22/08/2025,13:49,22/08/2025,14:25,00:36,WP11
112,22/08/2025,19:19,22/08/2025,19:55,00:36,WP6
113,22/08/2025,20:59,22/08/2025,22:11,01:12,WP13
114,22/08/2025,16:16,22/08/2025,22:40,06:24,"WP21, WP16"
115,22/08/2025,17:55,22/08/2025,22:43,04:48,"WP22, WP10"
116,22/08/2025,08:39,22/08/2025,23:15,14:36,"WP7, WP23, WP17, WP24, WP15"
117,22/08/2025,18:14,23/08/2025,01:02,06:48,"WP20, WP5"
118,22/08/2025,13:27,22/08/2025,14:03,00:36,WP4
119,22/08/2025,02:47,22/08/2025,04:11,01:24,"WP12, WP4"
120,22/08/2025,20:56,23/08/2025,09:20,12:24,"WP18, WP10, WP5, WP15, WP19"
