Aircraft (A/C) Serial Number,A/C Landing Date,A/C Landing Time,A/C departure Date,A/C departure Time,Turn Around Time,Work that needs to be carried out
101,10/10/2025,10:53,10/10/2025,17:17,06:24,"WP24, WP16"
102,10/10/2025,02:40,10/10/2025,04:16,01:36,"WP12, WP12"
103,10/10/2025,18:28,10/10/2025,20:52,02:24,"WP6, WP8, WP14"
104,10/10/2025,08:01,10/10/2025,10:49,02:48,"WP10, WP18"
105,10/10/2025,17:19,10/10/2025,20:55,03:36,WP22
106,10/10/2025,06:59,10/10/2025,09:47,02:48,"WP14, WP17"
107,10/10/2025,02:16,10/10/2025,03:28,01:12,WP9
108,10/10/2025,10:11,10/10/2025,14:35,04:24,"WP1, WP22"
109,10/10/2025,03:31,10/10/2025,11:07,07:36,"WP17, WP23"
110,10/10/2025,22:24,11/10/2025,16:36,18:12,"WP16, WP13, WP20, WP20, WP4, WP15, WP14"
111,10/10/2025,02:13,10/10/2025,04:01,01:48,"WP3, WP8"
112,10/10/2025,00:14,10/10/2025,19:50,19:36,"WP23, WP19, WP24, WP17"
113,10/10/2025,20:29,10/10/2025,21:17,00:48,WP2
114,10/10/2025,19:56,11/10/2025,02:20,06:24,"WP21, WP15"
115,10/10/2025,00:12,10/10/2025,06:24,06:12,"WP7, WP5, WP24"
116,10/10/2025,21:39,10/10/2025,22:15,00:36,WP11
117,10/10/2025,06:30,10/10/2025,12:42,06:12,"WP5, WP24, WP8"
118,10/10/2025,01:13,10/10/2025,01:49,00:36,WP8
119,10/10/2025,13:33,10/10/2025,15:09,01:36,WP18
120,10/10/2025,11:17,10/10/2025,19:41,08:24,"WP20, WP8, WP4, WP13"
