Aircraft (A/C) Serial Number,A/C Landing Date,A/C Landing Time,A/C departure Date,A/C departure Time,Turn Around Time,Work that needs to be carried out
101,09/02/2025,07:43,09/02/2025,16:31,08:48,"WP19, WP18"
102,09/02/2025,15:21,09/02/2025,20:45,05:24,"WP8, WP14, WP15, WP5, WP13"
103,09/02/2025,12:17,09/02/2025,19:53,07:36,"WP23, WP18"
104,09/02/2025,23:25,10/02/2025,07:13,07:48,"WP4, WP19"
105,09/02/2025,14:29,09/02/2025,15:17,00:48,WP1
106,09/02/2025,23:11,10/02/2025,07:11,08:00,"WP12, WP19"
107,09/02/2025,20:49,09/02/2025,22:13,01:24,"WP6, WP2"
108,09/02/2025,06:52,09/02/2025,09:04,02:12,"WP18, WP8"
109,09/02/2025,22:08,10/02/2025,02:56,04:48,WP21
110,09/02/2025,18:46,10/02/2025,01:22,06:36,"WP20, WP4"
111,09/02/2025,16:50,09/02/2025,18:02,01:12,WP10
112,09/02/2025,01:26,09/02/2025,11:50,10:24,"WP17, WP5, WP12, WP18, WP24, WP1"
113,09/02/2025,19:45,09/02/2025,20:21,00:36,WP7
114,09/02/2025,00:04,09/02/2025,01:40,01:36,WP15
115,09/02/2025,01:53,09/02/2025,03:05,01:12,WP3
116,09/02/2025,18:14,09/02/2025,21:50,03:36,WP22
117,09/02/2025,17:06,09/02/2025,23:06,06:00,"WP9, WP24"
118,09/02/2025,23:42,10/02/2025,01:18,01:36,WP16
119,09/02/2025,13:39,09/02/2025,23:39,10:00,"WP5, WP12, WP19, WP14"
120,09/02/2025,14:46,09/02/2025,15:22,00:36,WP11
