Aircraft (A/C) Serial Number,A/C Landing Date,A/C Landing Time,A/C departure Date,A/C departure Time,Turn Around Time,Work that needs to be carried out
101,14/07/2025,07:32,14/07/2025,13:56,06:24,"WP24, WP16"
102,14/07/2025,22:35,14/07/2025,23:47,01:12,WP3
103,14/07/2025,23:39,15/07/2025,02:27,02:48,"WP15, WP14"
104,14/07/2025,22:18,15/07/2025,13:06,14:48,"WP14, WP23, WP16, WP23"
105,14/07/2025,03:48,14/07/2025,05:00,01:12,WP13
106,14/07/2025,18:08,15/07/2025,06:08,12:00,"WP19, WP24"
107,14/07/2025,13:33,14/07/2025,14:09,00:36,WP6
108,14/07/2025,03:26,14/07/2025,04:38,01:12,"WP8, WP6"
109,14/07/2025,14:26,14/07/2025,15:02,00:36,WP7
110,14/07/2025,18:19,14/07/2025,19:43,01:24,"WP1, WP11"
111,14/07/2025,08:09,14/07/2025,09:21,01:12,WP9
112,14/07/2025,18:55,15/07/2025,02:55,08:00,"WP23, WP2, WP13"
113,14/07/2025,19:14,15/07/2025,00:26,05:12,"WP18, WP22"
114,14/07/2025,22:33,15/07/2025,03:33,05:00,"WP17, WP13, WP16, WP4"
115,14/07/2025,05:59,14/07/2025,16:47,10:48,"WP12, WP3, WP23, WP11, WP8, WP18"
116,14/07/2025,08:43,14/07/2025,13:31,04:48,WP21
117,14/07/2025,01:40,14/07/2025,03:28,01:48,"WP11, WP13"
118,14/07/2025,17:30,14/07/2025,18:18,00:48,WP5
119,14/07/2025,05:10,14/07/2025,15:22,10:12,"WP10, WP19, WP7, WP14"
120,14/07/2025,03:42,14/07/2025,18:54,15:12,"WP20, WP23, WP18, WP17"
