Aircraft (A/C) Serial Number,A/C Landing Date,A/C Landing Time,A/C departure Date,A/C departure Time,Turn Around Time,Work that needs to be carried out
101,25/10/2025,00:46,25/10/2025,03:22,02:36,"WP12, WP6, WP3"
102,25/10/2025,23:52,26/10/2025,03:04,03:12,"WP2, WP16, WP5"
103,25/10/2025,04:41,25/10/2025,08:17,03:36,WP22
104,25/10/2025,22:37,26/10/2025,00:13,01:36,WP15
105,25/10/2025,02:47,25/10/2025,15:35,12:48,"WP10, WP3, WP21, WP24, WP1"
106,25/10/2025,18:04,25/10/2025,22:52,04:48,WP24
107,25/10/2025,06:24,25/10/2025,23:00,16:36,"WP17, WP20, WP10, WP20, WP3, WP11"
108,25/10/2025,16:40,25/10/2025,20:52,04:12,"WP7, WP12, WP16, WP11, WP4"
109,25/10/2025,13:56,25/10/2025,18:56,05:00,"WP1, WP13, WP2, WP16, WP8"
110,25/10/2025,04:22,25/10/2025,04:58,00:36,WP11
111,25/10/2025,16:16,25/10/2025,17:04,00:48,WP5
112,25/10/2025,11:29,25/10/2025,18:41,07:12,"WP20, WP14"
113,25/10/2025,20:52,25/10/2025,22:04,01:12,WP13
114,25/10/2025,18:38,26/10/2025,02:14,07:36,"WP16, WP10, WP21"
115,25/10/2025,21:17,25/10/2025,23:29,02:12,"WP8, WP1, WP5"
116,25/10/2025,02:19,25/10/2025,03:55,01:36,WP18
117,25/10/2025,15:47,25/10/2025,21:47,06:00,WP23
118,25/10/2025,17:43,25/10/2025,18:55,01:12,WP3
119,25/10/2025,03:55,25/10/2025,11:43,07:48,"WP19, WP4"
120,25/10/2025,08:42,25/10/2025,17:06,08:24,"WP9, WP10, WP23"
