Aircraft (A/C) Serial Number,A/C Landing Date,A/C Landing Time,A/C departure Date,A/C departure Time,Turn Around Time,Work that needs to be carried out
101,25/12/2025,16:55,26/12/2025,03:19,10:24,"WP18, WP18, WP19"
102,25/12/2025,17:14,25/12/2025,23:38,06:24,"WP7, WP13, WP1, WP10, WP2, WP13, WP4"
103,25/12/2025,16:22,26/12/2025,11:10,18:48,"WP9, WP22, WP19, WP10, WP12, WP21"
104,25/12/2025,21:06,25/12/2025,22:18,01:12,WP14
105,25/12/2025,23:35,26/12/2025,00:11,00:36,WP11
106,25/12/2025,19:25,25/12/2025,21:01,01:36,WP17
107,25/12/2025,21:14,25/12/2025,22:38,01:24,"WP5, WP8"
108,25/12/2025,12:49,25/12/2025,19:13,06:24,"WP15, WP24"
109,25/12/2025,21:54,26/12/2025,03:54,06:00,WP20
110,25/12/2025,18:45,26/12/2025,07:33,12:48,"WP21, WP1, WP19"
111,25/12/2025,05:53,25/12/2025,07:05,01:12,WP3
112,25/12/2025,00:58,25/12/2025,06:58,06:00,WP23
113,25/12/2025,22:05,26/12/2025,01:53,03:48,"WP1, WP6, WP5, WP15"
114,25/12/2025,00:20,25/12/2025,00:56,00:36,WP4
115,25/12/2025,16:33,25/12/2025,17:45,01:12,"WP6, WP8"
116,25/12/2025,07:49,25/12/2025,10:13,02:24,"WP13, WP11, WP6"
117,25/12/2025,15:33,25/12/2025,19:09,03:36,"WP10, WP5, WP16"
118,25/12/2025,02:44,25/12/2025,14:44,12:00,"WP24, WP19"
119,25/12/2025,16:48,25/12/2025,18:24,01:36,WP16
120,25/12/2025,08:20,25/12/2025,09:08,00:48,WP2
