Aircraft (A/C) Serial Number,A/C Landing Date,A/C Landing Time,A/C departure Date,A/C departure Time,Turn Around Time,Work that needs to be carried out
101,11/02/2025,02:55,11/02/2025,08:55,06:00,"WP13, WP21"
102,11/02/2025,19:34,11/02/2025,20:46,01:12,"WP11, WP6"
103,11/02/2025,14:13,12/02/2025,00:49,10:36,"WP6, WP19, WP17, WP3"
104,11/02/2025,11:02,11/02/2025,13:50,02:48,"WP10, WP18"
105,11/02/2025,23:32,12/02/2025,07:32,08:00,"WP1, WP23, WP9"
106,11/02/2025,06:31,11/02/2025,12:31,06:00,WP20
107,11/02/2025,15:48,11/02/2025,20:36,04:48,WP24
108,11/02/2025,08:29,11/02/2025,11:53,03:24,"WP14, WP11, WP5, WP1"
109,11/02/2025,11:46,11/02/2025,15:22,03:36,WP22
110,11/02/2025,22:06,12/02/2025,13:18,15:12,"WP21, WP15, WP24, WP15, WP2, WP17"
111,11/02/2025,00:09,11/02/2025,00:45,00:36,WP7
112,11/02/2025,14:19,11/02/2025,20:43,06:24,"WP16, WP24"
113,11/02/2025,18:20,11/02/2025,18:56,00:36,WP8
114,11/02/2025,07:12,11/02/2025,08:36,01:24,"WP12, WP8"
115,11/02/2025,03:16,11/02/2025,04:28,01:12,WP9
116,11/02/2025,02:11,11/02/2025,02:47,00:36,WP4
117,11/02/2025,20:18,11/02/2025,21:30,01:12,WP3
118,11/02/2025,09:09,11/02/2025,17:21,08:12,"WP18, WP4, WP20"
119,11/02/2025,01:06,11/02/2025,08:18,07:12,WP19
120,11/02/2025,09:25,11/02/2025,15:25,06:00,WP23
