Aircraft (A/C) Serial Number,A/C Landing Date,A/C Landing Time,A/C departure Date,A/C departure Time,Turn Around Time,Work that needs to be carried out
101,22/07/2025,18:26,22/07/2025,20:02,01:36,WP15
102,22/07/2025,13:27,22/07/2025,14:39,01:12,WP10
103,22/07/2025,13:05,22/07/2025,16:17,03:12,"WP2, WP14, WP9"
104,22/07/2025,03:29,22/07/2025,09:41,06:12,"WP8, WP12, WP22, WP3"
105,22/07/2025,10:38,22/07/2025,19:26,08:48,"WP19, WP15"
106,22/07/2025,02:54,22/07/2025,03:42,00:48,WP5
107,22/07/2025,22:11,22/07/2025,23:47,01:36,WP16
108,22/07/2025,16:28,22/07/2025,17:16,00:48,WP1
109,22/07/2025,02:15,22/07/2025,04:03,01:48,"WP6, WP11, WP11"
110,22/07/2025,17:17,22/07/2025,22:05,04:48,WP21
111,22/07/2025,21:01,23/07/2025,01:49,04:48,"WP22, WP3"
112,22/07/2025,20:58,22/07/2025,23:10,02:12,"WP17, WP7"
113,22/07/2025,04:58,22/07/2025,07:46,02:48,"WP12, WP1, WP10"
114,22/07/2025,05:07,22/07/2025,11:07,06:00,WP23
115,22/07/2025,21:11,23/07/2025,05:59,08:48,"WP18, WP19"
116,22/07/2025,05:02,22/07/2025,06:14,01:12,WP13
117,22/07/2025,06:02,22/07/2025,10:50,04:48,"WP14, WP22"
118,22/07/2025,21:20,23/07/2025,15:20,18:00,"WP24, WP10, WP19, WP21"
119,22/07/2025,15:24,23/07/2025,14:48,23:24,"WP9, WP19, WP20, WP9, WP7, WP21, WP16, WP2"
120,22/07/2025,00:22,22/07/2025,01:34,01:12,"WP4, WP8"
