Aircraft (A/C) Serial Number,A/C Landing Date,A/C Landing Time,A/C departure Date,A/C departure Time,Turn Around Time,Work that needs to be carried out
101,21/10/2025,19:48,22/10/2025,05:36,09:48,"WP21, WP17, WP11, WP10, WP15"
102,21/10/2025,02:49,21/10/2025,06:49,04:00,"WP18, WP4, WP10, WP6"
103,21/10/2025,05:41,21/10/2025,06:53,01:12,WP9
104,21/10/2025,21:17,21/10/2025,22:29,01:12,WP13
105,21/10/2025,01:45,21/10/2025,05:45,04:00,"WP2, WP15, WP15"
106,21/10/2025,16:43,22/10/2025,06:19,13:36,"WP22, WP3, WP17, WP19"
107,21/10/2025,00:03,21/10/2025,16:15,16:12,"WP20, WP7, WP20, WP22"
108,21/10/2025,05:58,21/10/2025,08:22,02:24,"WP16, WP2"
109,21/10/2025,16:25,21/10/2025,17:37,01:12,WP3
110,21/10/2025,18:05,22/10/2025,01:53,07:48,"WP23, WP13, WP11"
111,21/10/2025,04:40,21/10/2025,10:40,06:00,"WP24, WP13"
112,21/10/2025,01:23,21/10/2025,06:47,05:24,"WP7, WP24"
113,21/10/2025,12:05,21/10/2025,17:17,05:12,"WP5, WP22, WP5"
114,21/10/2025,12:07,22/10/2025,00:31,12:24,"WP19, WP9, WP14, WP6, WP15, WP6"
115,21/10/2025,11:54,21/10/2025,12:30,00:36,WP8
116,21/10/2025,03:04,21/10/2025,03:40,00:36,WP6
117,21/10/2025,20:01,21/10/2025,22:13,02:12,"WP17, WP4"
118,21/10/2025,16:13,21/10/2025,23:25,07:12,"WP10, WP21, WP9"
119,21/10/2025,15:53,21/10/2025,16:41,00:48,WP12
120,21/10/2025,13:47,21/10/2025,14:35,00:48,WP1
