Aircraft (A/C) Serial Number,A/C Landing Date,A/C Landing Time,A/C departure Date,A/C departure Time,Turn Around Time,Work that needs to be carried out
101,05/12/2025,01:35,05/12/2025,13:11,11:36,"WP22, WP12, WP14, WP10, WP21"
102,05/12/2025,10:26,06/12/2025,01:14,14:48,"WP17, WP23, WP19"
103,05/12/2025,19:52,05/12/2025,21:16,01:24,"WP2, WP8"
104,05/12/2025,05:13,05/12/2025,10:49,05:36,"WP24, WP1"
105,05/12/2025,10:47,05/12/2025,11:59,01:12,WP3
106,05/12/2025,00:40,05/12/2025,06:40,06:00,WP20
107,05/12/2025,04:57,05/12/2025,06:09,01:12,WP10
108,05/12/2025,14:35,05/12/2025,20:35,06:00,WP23
109,05/12/2025,04:16,05/12/2025,09:52,05:36,"WP5, WP3, WP2, WP1, WP9, WP1"
110,05/12/2025,21:30,05/12/2025,23:06,01:36,WP15
111,05/12/2025,22:52,05/12/2025,23:28,00:36,WP8
112,05/12/2025,11:10,05/12/2025,11:46,00:36,WP6
113,05/12/2025,18:49,05/12/2025,23:37,04:48,WP21
114,05/12/2025,00:58,05/12/2025,03:10,02:12,"WP7, WP17"
115,05/12/2025,17:15,05/12/2025,22:27,05:12,"WP4, WP4, WP1, WP17, WP18"
116,05/12/2025,03:34,05/12/2025,23:10,19:36,"WP14, WP18, WP1, WP19, WP13, WP18, WP7, WP22, WP10, WP11"
117,05/12/2025,17:12,05/12/2025,18:48,01:36,WP18
118,05/12/2025,17:36,05/12/2025,19:48,02:12,"WP11, WP16"
119,05/12/2025,09:19,05/12/2025,10:07,00:48,WP12
120,05/12/2025,16:43,05/12/2025,17:55,01:12,WP13
