Aircraft (A/C) Serial Number,A/C Landing Date,A/C Landing Time,A/C departure Date,A/C departure Time,Turn Around Time,Work that needs to be carried out
101,25/05/2025,08:18,25/05/2025,09:06,00:48,WP12
102,25/05/2025,04:11,25/05/2025,10:47,06:36,"WP15, WP7, WP2, WP2, WP4, WP8, WP18"
103,25/05/2025,04:15,25/05/2025,10:51,06:36,"WP23, WP6"
104,25/05/2025,15:10,25/05/2025,19:58,04:48,WP21
105,25/05/2025,07:51,25/05/2025,13:51,06:00,WP20
106,25/05/2025,18:30,25/05/2025,19:42,01:12,WP10
107,25/05/2025,21:03,25/05/2025,22:15,01:12,WP3
108,25/05/2025,02:01,25/05/2025,05:25,03:24,"WP14, WP17, WP8"
109,25/05/2025,01:22,25/05/2025,03:10,01:48,"WP11, WP3"
110,25/05/2025,08:18,25/05/2025,19:30,11:12,"WP17, WP22, WP20"
111,25/05/2025,21:58,25/05/2025,23:10,01:12,WP9
112,25/05/2025,04:09,25/05/2025,04:45,00:36,WP8
113,25/05/2025,16:58,25/05/2025,17:46,00:48,WP1
114,25/05/2025,17:24,25/05/2025,20:24,03:00,"WP6, WP5, WP16"
115,25/05/2025,00:37,25/05/2025,06:37,06:00,"WP22, WP18, WP12"
116,25/05/2025,12:22,26/05/2025,02:46,14:24,"WP19, WP19"
117,25/05/2025,09:47,25/05/2025,18:35,08:48,"WP18, WP19"
118,25/05/2025,13:30,25/05/2025,18:18,04:48,WP24
119,25/05/2025,12:58,25/05/2025,16:46,03:48,"WP7, WP17, WP17"
120,25/05/2025,09:52,25/05/2025,11:40,01:48,"WP13, WP7"
