Aircraft (A/C) Serial Number,A/C Landing Date,A/C Landing Time,A/C departure Date,A/C departure Time,Turn Around Time,Work that needs to be carried out
101,11/01/2025,01:59,11/01/2025,06:47,04:48,WP24
102,11/01/2025,16:06,12/01/2025,00:54,08:48,"WP8, WP6, WP16, WP20"
103,11/01/2025,14:20,11/01/2025,20:20,06:00,WP23
104,11/01/2025,11:10,11/01/2025,14:22,03:12,"WP18, WP17"
105,11/01/2025,22:14,12/01/2025,03:26,05:12,"WP22, WP15"
106,11/01/2025,14:32,11/01/2025,15:44,01:12,WP14
107,11/01/2025,19:08,11/01/2025,19:44,00:36,WP11
108,11/01/2025,07:39,12/01/2025,06:27,22:48,"WP21, WP9, WP5, WP24, WP24, WP2, WP12, WP21"
109,11/01/2025,12:02,11/01/2025,19:14,07:12,WP19
110,11/01/2025,14:35,11/01/2025,21:47,07:12,"WP13, WP20"
111,11/01/2025,02:28,11/01/2025,04:28,02:00,"WP5, WP3"
112,11/01/2025,01:49,11/01/2025,04:01,02:12,"WP15, WP6"
113,11/01/2025,02:25,11/01/2025,06:13,03:48,"WP16, WP18, WP4"
114,11/01/2025,21:52,11/01/2025,23:28,01:36,"WP12, WP2"
115,11/01/2025,23:39,12/01/2025,02:27,02:48,"WP9, WP16"
116,11/01/2025,16:11,11/01/2025,17:35,01:24,"WP7, WP1"
117,11/01/2025,08:14,11/01/2025,09:26,01:12,WP10
118,11/01/2025,19:48,12/01/2025,09:36,13:48,"WP3, WP14, WP6, WP24, WP23"
119,11/01/2025,01:14,11/01/2025,02:26,01:12,"WP6, WP7"
120,11/01/2025,03:49,11/01/2025,11:25,07:36,"WP20, WP16"
