Aircraft (A/C) Serial Number,A/C Landing Date,A/C Landing Time,A/C departure Date,A/C departure Time,Turn Around Time,Work that needs to be carried out
101,18/04/2025,02:08,18/04/2025,10:32,08:24,"WP7, WP12, WP22, WP16, WP6, WP10"
102,18/04/2025,21:45,18/04/2025,22:33,00:48,WP2
103,18/04/2025,15:07,18/04/2025,15:43,00:36,WP6
104,18/04/2025,18:05,19/04/2025,06:41,12:36,"WP24, WP14, WP23, WP4"
105,18/04/2025,21:04,19/04/2025,04:16,07:12,"WP22, WP22"
106,18/04/2025,03:50,18/04/2025,09:50,06:00,WP23
107,18/04/2025,18:57,19/04/2025,03:21,08:24,"WP1, WP23, WP16"
108,18/04/2025,07:19,18/04/2025,07:55,00:36,WP4
109,18/04/2025,17:56,18/04/2025,23:08,05:12,"WP5, WP4, WP15, WP8, WP17"
110,18/04/2025,01:16,18/04/2025,06:04,04:48,WP21
111,18/04/2025,06:51,18/04/2025,10:03,03:12,"WP16, WP15"
112,18/04/2025,23:36,19/04/2025,06:48,07:12,WP19
113,18/04/2025,21:25,18/04/2025,22:37,01:12,WP13
114,18/04/2025,06:40,18/04/2025,12:40,06:00,WP20
115,18/04/2025,09:44,18/04/2025,20:08,10:24,"WP11, WP8, WP18, WP23, WP18"
116,18/04/2025,07:52,18/04/2025,10:16,02:24,"WP18, WP1"
117,18/04/2025,14:31,18/04/2025,15:43,01:12,WP3
118,18/04/2025,11:27,18/04/2025,15:27,04:00,"WP15, WP16, WP5"
119,18/04/2025,23:46,19/04/2025,01:46,02:00,"WP12, WP13"
120,18/04/2025,18:34,18/04/2025,20:58,02:24,"WP9, WP10"
