Aircraft (A/C) Serial Number,A/C Landing Date,A/C Landing Time,A/C departure Date,A/C departure Time,Turn Around Time,Work that needs to be carried out
101,21/12/2025,06:46,21/12/2025,13:10,06:24,"WP17, WP21"
102,21/12/2025,00:21,21/12/2025,01:09,00:48,WP12
103,21/12/2025,03:09,21/12/2025,04:33,01:24,"WP11, WP12"
104,21/12/2025,10:15,21/12/2025,13:03,02:48,"WP15, WP13"
105,21/12/2025,15:47,21/12/2025,16:59,01:12,WP10
106,21/12/2025,14:06,21/12/2025,15:42,01:36,WP18
107,21/12/2025,13:19,21/12/2025,16:55,03:36,WP22
108,21/12/2025,02:11,21/12/2025,05:47,03:36,"WP16, WP12, WP13"
109,21/12/2025,19:11,21/12/2025,23:59,04:48,WP21
110,21/12/2025,08:30,21/12/2025,09:06,00:36,WP4
111,21/12/2025,00:17,21/12/2025,00:53,00:36,WP7
112,21/12/2025,19:38,22/12/2025,07:50,12:12,"WP5, WP4, WP24, WP20"
113,21/12/2025,22:12,22/12/2025,16:12,18:00,"WP24, WP21, WP22, WP24"
114,21/12/2025,10:12,21/12/2025,21:36,11:24,"WP14, WP1, WP4, WP18, WP9, WP23"
115,21/12/2025,14:38,21/12/2025,21:50,07:12,"WP3, WP21, WP14"
116,21/12/2025,01:42,21/12/2025,02:30,00:48,WP2
117,21/12/2025,05:08,21/12/2025,05:44,00:36,WP8
118,21/12/2025,13:14,21/12/2025,13:50,00:36,WP6
119,21/12/2025,16:28,21/12/2025,23:40,07:12,WP19
120,21/12/2025,09:50,22/12/2025,04:38,18:48,"WP20, WP5, WP10, WP24, WP20"
