Aircraft (A/C) Serial Number,A/C Landing Date,A/C Landing Time,A/C departure Date,A/C departure Time,Turn Around Time,Work that needs to be carried out
101,02/03/2025,10:45,02/03/2025,20:21,09:36,"WP5, WP17, WP10, WP16, WP17, WP10, WP17"
102,02/03/2025,08:52,02/03/2025,17:40,08:48,"WP11, WP24, WP5, WP1, WP7, WP9"
103,02/03/2025,00:09,02/03/2025,02:57,02:48,"WP15, WP9"
104,02/03/2025,16:31,02/03/2025,21:19,04:48,WP21
105,02/03/2025,20:51,03/03/2025,04:03,07:12,WP19
106,02/03/2025,18:10,03/03/2025,06:34,12:24,"WP7, WP24, WP12, WP5, WP14, WP22, WP6"
107,02/03/2025,07:19,02/03/2025,10:07,02:48,"WP3, WP18"
108,02/03/2025,08:53,02/03/2025,09:29,00:36,WP4
109,02/03/2025,14:59,02/03/2025,17:23,02:24,"WP14, WP9"
110,02/03/2025,02:55,02/03/2025,04:31,01:36,WP18
111,02/03/2025,03:25,02/03/2025,05:01,01:36,WP17
112,02/03/2025,19:25,02/03/2025,23:37,04:12,"WP22, WP8"
113,02/03/2025,00:11,02/03/2025,02:11,02:00,"WP2, WP10"
114,02/03/2025,16:19,02/03/2025,21:07,04:48,WP24
115,02/03/2025,20:17,02/03/2025,21:29,01:12,WP10
116,02/03/2025,17:04,02/03/2025,20:40,03:36,"WP16, WP1, WP14"
117,02/03/2025,17:52,03/03/2025,00:40,06:48,"WP20, WP1"
118,02/03/2025,12:15,03/03/2025,06:39,18:24,"WP9, WP4, WP24, WP1, WP2, WP23, WP22, WP11"
119,02/03/2025,12:56,02/03/2025,15:08,02:12,"WP8, WP18"
120,02/03/2025,19:43,03/03/2025,06:31,10:48,"WP13, WP21, WP21"
