Aircraft (A/C) Serial Number,A/C Landing Date,A/C Landing Time,A/C departure Date,A/C departure Time,Turn Around Time,Work that needs to be carried out
101,20/06/2025,10:24,20/06/2025,16:24,06:00,WP20
102,20/06/2025,00:17,20/06/2025,11:53,11:36,"WP5, WP22, WP19"
103,20/06/2025,10:38,20/06/2025,19:26,08:48,"WP21, WP15, WP15, WP2"
104,20/06/2025,13:20,20/06/2025,14:32,01:12,WP13
105,20/06/2025,08:38,20/06/2025,11:02,02:24,"WP12, WP18"
106,20/06/2025,20:02,21/06/2025,04:50,08:48,"WP14, WP16, WP23"
107,20/06/2025,17:16,20/06/2025,18:28,01:12,WP9
108,20/06/2025,18:22,20/06/2025,23:34,05:12,"WP22, WP16"
109,20/06/2025,19:11,20/06/2025,19:47,00:36,WP8
110,20/06/2025,09:44,20/06/2025,14:32,04:48,WP24
111,20/06/2025,15:33,20/06/2025,18:45,03:12,"WP16, WP17"
112,20/06/2025,07:02,20/06/2025,07:50,00:48,WP2
113,20/06/2025,09:06,20/06/2025,10:18,01:12,WP10
114,20/06/2025,04:46,20/06/2025,06:10,01:24,"WP6, WP1"
115,20/06/2025,17:39,20/06/2025,18:51,01:12,WP3
116,20/06/2025,13:13,20/06/2025,17:25,04:12,"WP11, WP22"
117,20/06/2025,10:04,20/06/2025,17:16,07:12,"WP23, WP3"
118,20/06/2025,11:32,20/06/2025,19:32,08:00,"WP19, WP5"
119,20/06/2025,07:01,20/06/2025,13:25,06:24,"WP15, WP21"
120,20/06/2025,15:53,20/06/2025,17:05,01:12,"WP7, WP4"
