Aircraft (A/C) Serial Number,A/C Landing Date,A/C Landing Time,A/C departure Date,A/C departure Time,Turn Around Time,Work that needs to be carried out
101,06/11/2025,21:04,06/11/2025,23:52,02:48,"WP18, WP14"
102,06/11/2025,10:56,06/11/2025,15:44,04:48,WP21
103,06/11/2025,17:35,06/11/2025,22:23,04:48,WP24
104,06/11/2025,09:30,06/11/2025,15:06,05:36,"WP22, WP10, WP5"
105,06/11/2025,11:07,06/11/2025,12:55,01:48,"WP3, WP8"
106,06/11/2025,01:24,06/11/2025,03:00,01:36,WP15
107,06/11/2025,11:15,06/11/2025,12:27,01:12,WP14
108,06/11/2025,22:29,06/11/2025,23:05,00:36,WP11
109,06/11/2025,15:13,07/11/2025,01:49,10:36,"WP8, WP23, WP5, WP17, WP18"
110,06/11/2025,01:11,06/11/2025,04:11,03:00,"WP4, WP1, WP16"
111,06/11/2025,01:27,06/11/2025,13:51,12:24,"WP20, WP18, WP24"
112,06/11/2025,17:17,07/11/2025,03:05,09:48,"WP19, WP2, WP4, WP13"
113,06/11/2025,13:39,06/11/2025,15:15,01:36,WP16
114,06/11/2025,13:46,06/11/2025,14:34,00:48,WP5
115,06/11/2025,17:13,06/11/2025,23:13,06:00,WP23
116,06/11/2025,15:46,06/11/2025,17:22,01:36,WP17
117,06/11/2025,13:36,06/11/2025,20:48,07:12,"WP7, WP20, WP8"
118,06/11/2025,01:11,06/11/2025,05:11,04:00,"WP12, WP15, WP15"
119,06/11/2025,20:55,06/11/2025,22:55,02:00,"WP9, WP1"
120,06/11/2025,06:01,06/11/2025,17:49,11:48,"WP6, WP9, WP15, WP23, WP13, WP9"
