Aircraft (A/C) Serial Number,A/C Landing Date,A/C Landing Time,A/C departure Date,A/C departure Time,Turn Around Time,Work that needs to be carried out
101,12/02/2025,13:10,12/02/2025,21:10,08:00,"WP22, WP9, WP3, WP13, WP2"
102,12/02/2025,16:56,13/02/2025,00:56,08:00,"WP8, WP8, WP23, WP12"
103,12/02/2025,05:51,12/02/2025,06:27,00:36,WP7
104,12/02/2025,02:28,12/02/2025,04:52,02:24,"WP13, WP10"
105,12/02/2025,15:41,12/02/2025,18:05,02:24,"WP3, WP14"
106,12/02/2025,07:35,12/02/2025,15:35,08:00,"WP2, WP19"
107,12/02/2025,22:38,13/02/2025,06:14,07:36,"WP17, WP20"
108,12/02/2025,16:38,12/02/2025,18:38,02:00,"WP12, WP10"
109,12/02/2025,01:58,12/02/2025,02:46,00:48,WP1
110,12/02/2025,15:01,12/02/2025,16:49,01:48,"WP14, WP7"
111,12/02/2025,06:14,12/02/2025,12:14,06:00,WP20
112,12/02/2025,01:34,12/02/2025,02:10,00:36,WP11
113,12/02/2025,15:58,13/02/2025,01:58,10:00,"WP15, WP12, WP18, WP20"
114,12/02/2025,04:56,12/02/2025,16:44,11:48,"WP16, WP6, WP3, WP20, WP18, WP5"
115,12/02/2025,15:13,12/02/2025,16:49,01:36,WP18
116,12/02/2025,06:14,12/02/2025,06:50,00:36,WP4
117,12/02/2025,07:14,12/02/2025,08:26,01:12,WP9
118,12/02/2025,05:08,12/02/2025,14:32,09:24,"WP21, WP3, WP15, WP8, WP10"
119,12/02/2025,18:23,12/02/2025,19:11,00:48,WP5
120,12/02/2025,16:39,13/02/2025,02:15,09:36,"WP24, WP21"
