Aircraft (A/C) Serial Number,A/C Landing Date,A/C Landing Time,A/C departure Date,A/C departure Time,Turn Around Time,Work that needs to be carried out
101,22/07/2025,09:05,22/07/2025,21:05,12:00,"WP23, WP23"
102,22/07/2025,14:56,22/07/2025,16:32,01:36,WP16
103,22/07/2025,23:56,23/07/2025,04:44,04:48,WP21
104,22/07/2025,20:26,22/07/2025,21:02,00:36,WP4
105,22/07/2025,11:54,22/07/2025,15:54,04:00,"WP2, WP16, WP18"
106,22/07/2025,04:50,22/07/2025,19:50,15:00,"WP7, WP19, WP19"
107,22/07/2025,15:41,23/07/2025,01:17,09:36,"WP19, WP3, WP10"
108,22/07/2025,23:24,23/07/2025,02:12,02:48,"WP11, WP16, WP6"
109,22/07/2025,11:45,22/07/2025,23:21,11:36,"WP12, WP21, WP20"
110,22/07/2025,23:22,23/07/2025,02:46,03:24,"WP17, WP6, WP14"
111,22/07/2025,12:50,22/07/2025,18:50,06:00,"WP3, WP21"
112,22/07/2025,23:38,23/07/2025,05:14,05:36,"WP24, WP5"
113,22/07/2025,02:26,22/07/2025,11:02,08:36,"WP6, WP19, WP1"
114,22/07/2025,19:53,22/07/2025,20:41,00:48,WP5
115,22/07/2025,13:51,22/07/2025,14:27,00:36,WP8
116,22/07/2025,12:25,22/07/2025,13:37,01:12,WP9
117,22/07/2025,09:48,22/07/2025,21:48,12:00,"WP15, WP5, WP4, WP4, WP22, WP21"
118,22/07/2025,07:06,22/07/2025,08:18,01:12,WP14
119,22/07/2025,16:52,22/07/2025,19:40,02:48,"WP1, WP1, WP13"
120,22/07/2025,12:09,22/07/2025,17:33,05:24,"WP22, WP7, WP9"
