Aircraft (A/C) Serial Number,A/C Landing Date,A/C Landing Time,A/C departure Date,A/C departure Time,Turn Around Time,Work that needs to be carried out
101,01/12/2025,04:48,01/12/2025,13:24,08:36,"WP4, WP5, WP19"
102,01/12/2025,17:56,02/12/2025,01:08,07:12,"WP20, WP9"
103,01/12/2025,00:38,01/12/2025,03:26,02:48,"WP15, WP10"
104,01/12/2025,03:23,01/12/2025,08:11,04:48,WP24
105,01/12/2025,03:45,01/12/2025,04:33,00:48,WP5
106,01/12/2025,11:35,02/12/2025,04:11,16:36,"WP3, WP17, WP23, WP23, WP14, WP11"
107,01/12/2025,22:40,02/12/2025,04:40,06:00,"WP1, WP22, WP1, WP5"
108,01/12/2025,17:01,02/12/2025,03:01,10:00,"WP22, WP16, WP21"
109,01/12/2025,14:40,01/12/2025,18:28,03:48,"WP16, WP11, WP12, WP1"
110,01/12/2025,23:09,01/12/2025,23:45,00:36,WP6
111,01/12/2025,06:39,01/12/2025,15:03,08:24,"WP10, WP23, WP14"
112,01/12/2025,00:29,01/12/2025,08:29,08:00,"WP19, WP5"
113,01/12/2025,18:19,01/12/2025,20:19,02:00,"WP12, WP10"
114,01/12/2025,01:17,01/12/2025,04:05,02:48,"WP9, WP17"
115,01/12/2025,05:06,01/12/2025,06:42,01:36,WP18
116,01/12/2025,08:20,01/12/2025,08:56,00:36,WP8
117,01/12/2025,18:13,01/12/2025,18:49,00:36,WP7
118,01/12/2025,20:56,02/12/2025,03:32,06:36,"WP13, WP21, WP6"
119,01/12/2025,18:43,02/12/2025,05:07,10:24,"WP23, WP8, WP7, WP10, WP12, WP3"
120,01/12/2025,14:59,01/12/2025,15:47,00:48,WP2
