Aircraft (A/C) Serial Number,A/C Landing Date,A/C Landing Time,A/C departure Date,A/C departure Time,Turn Around Time,Work that needs to be carried out
101,20/02/2025,10:23,20/02/2025,13:35,03:12,"WP16, WP15"
102,20/02/2025,05:59,20/02/2025,18:11,12:12,"WP7, WP1, WP12, WP17, WP19, WP4, WP7"
103,20/02/2025,10:18,20/02/2025,13:54,03:36,"WP15, WP9, WP2"
104,20/02/2025,21:00,21/02/2025,03:48,06:48,"WP2, WP20"
105,20/02/2025,04:13,20/02/2025,05:01,00:48,WP5
106,20/02/2025,02:52,20/02/2025,08:52,06:00,WP20
107,20/02/2025,13:59,20/02/2025,17:35,03:36,WP22
108,20/02/2025,16:32,20/02/2025,17:08,00:36,WP11
109,20/02/2025,07:01,20/02/2025,15:25,08:24,"WP3, WP23, WP9"
110,20/02/2025,05:11,20/02/2025,06:35,01:24,"WP6, WP5"
111,20/02/2025,20:25,21/02/2025,16:25,20:00,"WP10, WP19, WP14, WP24, WP2, WP21"
112,20/02/2025,02:51,20/02/2025,03:27,00:36,WP8
113,20/02/2025,00:04,20/02/2025,03:28,03:24,"WP13, WP6, WP18"
114,20/02/2025,20:12,20/02/2025,21:48,01:36,WP17
115,20/02/2025,14:22,20/02/2025,19:10,04:48,WP24
116,20/02/2025,16:25,20/02/2025,20:49,04:24,"WP1, WP22"
117,20/02/2025,23:10,21/02/2025,04:46,05:36,"WP21, WP12"
118,20/02/2025,02:57,20/02/2025,09:21,06:24,"WP18, WP21"
119,20/02/2025,04:21,20/02/2025,06:45,02:24,"WP14, WP9"
120,20/02/2025,08:51,20/02/2025,16:03,07:12,WP19
