Aircraft (A/C) Serial Number,A/C Landing Date,A/C Landing Time,A/C departure Date,A/C departure Time,Turn Around Time,Work that needs to be carried out
101,01/06/2025,03:01,01/06/2025,10:13,07:12,"WP20, WP7, WP8"
102,01/06/2025,09:29,01/06/2025,23:53,14:24,"WP4, WP23, WP16, WP8, WP12, WP21"
103,01/06/2025,16:43,01/06/2025,17:55,01:12,WP14
104,01/06/2025,00:44,01/06/2025,02:20,01:36,WP15
105,01/06/2025,11:34,01/06/2025,12:46,01:12,WP13
106,01/06/2025,16:38,01/06/2025,20:14,03:36,WP22
107,01/06/2025,03:13,01/06/2025,04:01,00:48,WP2
108,01/06/2025,02:17,01/06/2025,11:05,08:48,"WP23, WP6, WP15, WP8"
109,01/06/2025,02:13,01/06/2025,18:25,16:12,"WP21, WP24, WP6, WP20"
110,01/06/2025,03:37,01/06/2025,05:37,02:00,"WP5, WP3"
111,01/06/2025,15:12,01/06/2025,16:24,01:12,WP10
112,01/06/2025,20:53,02/06/2025,02:17,05:24,"WP11, WP24"
113,01/06/2025,09:11,01/06/2025,12:23,03:12,"WP9, WP2, WP13"
114,01/06/2025,14:11,01/06/2025,15:59,01:48,"WP3, WP11"
115,01/06/2025,04:53,01/06/2025,22:53,18:00,"WP19, WP3, WP1, WP17, WP19"
116,01/06/2025,20:21,01/06/2025,22:33,02:12,"WP6, WP16"
117,01/06/2025,18:12,01/06/2025,19:48,01:36,WP18
118,01/06/2025,22:10,01/06/2025,22:46,00:36,WP8
119,01/06/2025,14:36,01/06/2025,16:12,01:36,WP16
120,01/06/2025,22:48,01/06/2025,23:36,00:48,WP1
